Transaction Date,Department,Merchant (Beneficiary),Transaction Value (£),Purpose of expenditure,Merchant Category / Summary
25.03.2015,REGENT FARM FIRST,FREEMAN CATERING BUTCH,61.41,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,BENFIELD SCHOOL,JR HOLLAND FOODSERVICE,54.75,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,40,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,OUR LADY & ST ANNES,FREEMAN CATERING BUTCH,6.72,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,MILECASTLE PRIMARY,FREEMAN CATERING BUTCH,23.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,NORTH FAWDON,JR HOLLAND FOODSERVICE,33.84,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,KINGSTON PARK,JR HOLLAND FOODSERVICE,56.18,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,LINHOPE PRU,FREEMAN CATERING BUTCH,11.58,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,CENTRAL WALKER,FREEMAN CATERING BUTCH,93.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,ST LAWRENCES RC,FREEMAN CATERING BUTCH,15.27,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,ST JOSEPHS RC,FREEMAN CATERING BUTCH,49.17,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,KNOPLAW PRIMARY,FREEMAN CATERING BUTCH,22.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,29.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,HOTSPUR PRIMARY,FREEMAN CATERING BUTCH,43.09,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,WYNDHAM PRIMARY,BRAKE BROS LTD,139.85,School meals,CATERERS
25.03.2015,TYNEVIEW PRIMARY,FREEMAN CATERING BUTCH,52.97,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,KENTON BAR,FREEMAN CATERING BUTCH,53.57,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,WEST DENTON PRIMARY,JR HOLLAND FOODSERVICE,44.91,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,CENTRAL WALKER,FREEMAN CATERING BUTCH,198.27,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,BEECH HILL,JR HOLLAND FOODSERVICE,11.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,ST MARYS CATHOLIC,FREEMAN CATERING BUTCH,57.66,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,ST MARYS CATHOLIC,BRAKE BROS LTD,173.91,School meals,CATERERS
25.03.2015,ST CATHERINES,FREEMAN CATERING BUTCH,34.25,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,86.58,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,WEST DENTON PRIMARY,FREEMAN CATERING BUTCH,36.72,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,CHRIST CHURCH,JR HOLLAND FOODSERVICE,36.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,ST CUTHBERTS WALB,JR HOLLAND FOODSERVICE,7.62,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,HOTSPUR PRIMARY,JR HOLLAND FOODSERVICE,55.78,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,SIMONSIDE COMMUNITY,FREEMAN CATERING BUTCH,6.72,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,253.73,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,ST JOHN VIANNEY,JR HOLLAND FOODSERVICE,22.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,DINNINGTON FIRST,FREEMAN CATERING BUTCH,46.54,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,KENTON BAR,FREEMAN CATERING BUTCH,78.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,CHEVIOT PRIMARY,FREEMAN CATERING BUTCH,65.74,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,KNOPLAW PRIMARY,BRAKE BROS LTD,322.1,School meals,CATERERS
25.03.2015,WEST JESMOND,FREEMAN CATERING BUTCH,96.32,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,FARNE PRIMARY,JR HOLLAND FOODSERVICE,38.91,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,SOUTH GOSFORTH,FREEMAN CATERING BUTCH,37.52,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,WALBOTTLE VILLAGE,FREEMAN CATERING BUTCH,15.82,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,WELBECK PRIMARY,FREEMAN CATERING BUTCH,92.73,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,KENTON SCHOOL,FREEMAN CATERING BUTCH,379.78,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,ST LAWRENCES RC,FREEMAN CATERING BUTCH,38.67,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,16.18,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,ST MARYS CATHOLIC,FREEMAN CATERING BUTCH,38.21,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,WAVERLEY PRIMARY,FREEMAN CATERING BUTCH,135.71,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,CENTRAL WALKER,JR HOLLAND FOODSERVICE,16.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,BEECH HILL,FREEMAN CATERING BUTCH,84.76,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,CONNIE LEWCOCK,FREEMAN CATERING BUTCH,62.13,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,THOMAS BEWICK,BRAKE BROS LTD,233.13,School meals,CATERERS
25.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,10.93,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,BENTON PARK,BRAKE BROS LTD,182.22,School meals,CATERERS
25.03.2015,ST CATHERINES,JR HOLLAND FOODSERVICE,9.21,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,WALKER TECHNOLOGY,BRAKE BROS LTD,149.13,School meals,CATERERS
25.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,27.84,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,CANNING STREET,BRAKE BROS LTD,303.96,School meals,CATERERS
25.03.2015,ST BEDES RC,FREEMAN CATERING BUTCH,27.17,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,HADRIAN SCHOOL,JR HOLLAND FOODSERVICE,30.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,WALBOTTLE CAMPUS,FREEMAN CATERING BUTCH,159.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,CRUDDAS PARK,JR HOLLAND FOODSERVICE,13.9,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,MILECASTLE PRIMARY,BRAKE BROS LTD,137.33,School meals,CATERERS
25.03.2015,ENGLISH MARTYRS,JR HOLLAND FOODSERVICE,58.09,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,WALKER TECHNOLOGY,JR HOLLAND FOODSERVICE,107.09,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,1.77,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,CANNING STREET,FREEMAN CATERING BUTCH,20.28,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,ARTHURS WESTAGE,JR HOLLAND FOODSERVICE,60.91,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,BYKER LODGE,FREEMAN CATERING BUTCH,46.58,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,CIVIC CANTEEN,BRAKE BROS LTD,32.85,School meals,CATERERS
25.03.2015,REGENT FARM FIRST,FREEMAN CATERING BUTCH,7.63,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,BEECH HILL,JR HOLLAND FOODSERVICE,39.39,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,WEST WALKER,JR HOLLAND FOODSERVICE,61.27,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,MOUNTFIELD PRIMARY,BRAKE BROS LTD,70.71,School meals,CATERERS
25.03.2015,WYNDHAM PRIMARY,FREEMAN CATERING BUTCH,59.88,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,71.63,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,CHILLINGHAM ROAD,BRAKE BROS LTD,211.83,School meals,CATERERS
25.03.2015,ST JOSEPHS RC,JR HOLLAND FOODSERVICE,13.58,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,CHEVIOT PRIMARY,JR HOLLAND FOODSERVICE,10.25,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,ST JOHNS PRIMARY,FREEMAN CATERING BUTCH,16.15,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,WEST JESMOND,FREEMAN CATERING BUTCH,11.86,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,GOSFORTH JUNIOR,FREEMAN CATERING BUTCH,57.15,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.03.2015,ST CATHERINES,JR HOLLAND FOODSERVICE,39.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
24.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,3.99,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
24.03.2015,BENFIELD SCHOOL,JR HOLLAND FOODSERVICE,8.5,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
24.03.2015,WELFORD DAY CENTRE,BRAKE BROS LTD,90.51,School meals,CATERERS
24.03.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,26.15,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
24.03.2015,SOUTH GOSFORTH,BRAKE BROS LTD,90.55,School meals,CATERERS
24.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,45.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
24.03.2015,ST JOHN VIANNEY,BRAKE BROS LTD,33.27,School meals,CATERERS
24.03.2015,ARTHURS MOORSIDE,JR HOLLAND FOODSERVICE,16.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
24.03.2015,ST GEORGES RC,BRAKE BROS LTD,28.64,School meals,CATERERS
24.03.2015,KENTON BAR,BRAKE BROS LTD,279.86,School meals,CATERERS
24.03.2015,KINGSTON PARK,BRAKE BROS LTD,120.19,School meals,CATERERS
24.03.2015,ST CUTHBERTS KENT,BRAKE BROS LTD,187.14,School meals,CATERERS
24.03.2015,GRANGE FIRST SCHOOL,BRAKE BROS LTD,158.28,School meals,CATERERS
24.03.2015,LEMINGTON RIVERSIDE,BRAKE BROS LTD,52.79,School meals,CATERERS
24.03.2015,ST CUTHBERTS HIGH,SMART FOOD UK LIMITED,342.2,School meals,CATERERS
24.03.2015,CONNIE LEWCOCK,BRAKE BROS LTD,126.44,School meals,CATERERS
24.03.2015,ARTHURS MOORSIDE,BRAKE BROS LTD,75.15,School meals,CATERERS
24.03.2015,WEST DENTON PRIMARY,BRAKE BROS LTD,120.26,School meals,CATERERS
24.03.2015,ST MICHAELS RC,BRAKE BROS LTD,46.91,School meals,CATERERS
24.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
24.03.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,12.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
24.03.2015,WEST JESMOND,BRAKE BROS LTD,183.9,School meals,CATERERS
24.03.2015,ARCHIBOLD FIRST,BRAKE BROS LTD,106.57,School meals,CATERERS
24.03.2015,WAVERLEY PRIMARY,BRAKE BROS LTD,101,School meals,CATERERS
24.03.2015,RAVENSWOOD PRIMARY,BRAKE BROS LTD,124.69,School meals,CATERERS
24.03.2015,BEECH HILL,BRAKE BROS LTD,108.14,School meals,CATERERS
24.03.2015,SACRED HEART HIGH,BRAKE BROS LTD,560.93,School meals,CATERERS
24.03.2015,BENFIELD SCHOOL,JR HOLLAND FOODSERVICE,43.86,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
24.03.2015,REGENT FARM FIRST,BRAKE BROS LTD,126.99,School meals,CATERERS
24.03.2015,CIVIC BANQUETING,BRAKE BROS LTD,136.17,School meals,CATERERS
24.03.2015,WALKER TECHNOLOGY,SMART FOOD UK LIMITED,293,School meals,CATERERS
24.03.2015,WALBOTTLE CAMPUS,SMART FOOD UK LIMITED,775,School meals,CATERERS
24.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,14.74,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
24.03.2015,GOSFORTH JUNIOR,SMART FOOD UK LIMITED,305.2,School meals,CATERERS
24.03.2015,GOSFORTH ACADEMY,BRAKE BROS LTD,252.04,School meals,CATERERS
24.03.2015,ST TERESAS,BRAKE BROS LTD,47.34,School meals,CATERERS
24.03.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,39.06,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
24.03.2015,HOTSPUR PRIMARY,BRAKE BROS LTD,97.08,School meals,CATERERS
24.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,20.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
24.03.2015,KENTON SCHOOL,SMART FOOD UK LIMITED,712.14,School meals,CATERERS
24.03.2015,ST CUTHBERTS WALB,BRAKE BROS LTD,41.96,School meals,CATERERS
24.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,163.53,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
24.03.2015,WELBECK PRIMARY,JR HOLLAND FOODSERVICE,24.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
24.03.2015,ST JOHNS PRIMARY,BRAKE BROS LTD,169.77,School meals,CATERERS
24.03.2015,GOSFORTH JUNIOR,BRAKE BROS LTD,435.14,School meals,CATERERS
24.03.2015,ARCHBISHOP RUNCIE,BRAKE BROS LTD,199.4,School meals,CATERERS
24.03.2015,WALBOTTLE VILLAGE,BRAKE BROS LTD,56.96,School meals,CATERERS
24.03.2015,NEWBURN MANOR,BRAKE BROS LTD,94.87,School meals,CATERERS
24.03.2015,ST CHARLES' RC,BRAKE BROS LTD,79.7,School meals,CATERERS
24.03.2015,ST MARYS CATHOLIC,SMART FOOD UK LIMITED,257,School meals,CATERERS
24.03.2015,CHRIST CHURCH,BRAKE BROS LTD,289.59,School meals,CATERERS
24.03.2015,GOSFORTH ACADEMY,SMART FOOD UK LIMITED,384.5,School meals,CATERERS
24.03.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,12.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
24.03.2015,SACRED HEART HIGH,SMART FOOD UK LIMITED,374.14,School meals,CATERERS
23.03.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,9.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015, BRIDGEWATER,BRAKE BROS LTD,395.43,School meals,CATERERS
23.03.2015,HOTSPUR PRIMARY,BRAKE BROS LTD,200.59,School meals,CATERERS
23.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,259.92,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015,SACRED HEART HIGH,JR HOLLAND FOODSERVICE,84.17,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015,WESTGATE VICTORIA,BRAKE BROS LTD,324.25,School meals,CATERERS
23.03.2015,WALBOTTLE VILLAGE,BRAKE BROS LTD,38.14,School meals,CATERERS
23.03.2015,WEST DENTON PRIMARY,BRAKE BROS LTD,131.89,School meals,CATERERS
23.03.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,41.49,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015,WYNDHAM PRIMARY,JR HOLLAND FOODSERVICE,9.91,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015,ST GEORGES RC,BRAKE BROS LTD,42.29,School meals,CATERERS
23.03.2015,STOCKSFIELD AVENUE,BRAKE BROS LTD,203.22,School meals,CATERERS
23.03.2015,WAVERLEY PRIMARY,BRAKE BROS LTD,130.4,School meals,CATERERS
23.03.2015,TYNEVIEW PRIMARY,JR HOLLAND FOODSERVICE,54.71,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015,SOUTH GOSFORTH,BRAKE BROS LTD,74.14,School meals,CATERERS
23.03.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,9.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015,ST CHARLES' RC,BRAKE BROS LTD,118.91,School meals,CATERERS
23.03.2015,ST BEDES RC,BRAKE BROS LTD,157.24,School meals,CATERERS
23.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,19.21,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015,REGENT FARM FIRST,BRAKE BROS LTD,66.68,School meals,CATERERS
23.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,10.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015,CHEVIOT PRIMARY,BRAKE BROS LTD,65.93,School meals,CATERERS
23.03.2015,ST ALBANS RC,JR HOLLAND FOODSERVICE,12.91,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,73.95,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015,BYKER PRIMARY,JR HOLLAND FOODSERVICE,98.82,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015,WEST WALKER,JR HOLLAND FOODSERVICE,36.83,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015,BEECH HILL,BRAKE BROS LTD,141.97,School meals,CATERERS
23.03.2015,DINNINGTON FIRST,BRAKE BROS LTD,181.57,School meals,CATERERS
23.03.2015,WELBECK PRIMARY,JR HOLLAND FOODSERVICE,43.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015,ARCHIBOLD FIRST,BRAKE BROS LTD,143.79,School meals,CATERERS
23.03.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,36.88,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015,WALKER TECHNOLOGY,JR HOLLAND FOODSERVICE,8.32,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015,WALBOTTLE CAMPUS,BRAKE BROS LTD,520.5,School meals,CATERERS
23.03.2015,HADRIAN SCHOOL,BRAKE BROS LTD,137.56,School meals,CATERERS
23.03.2015,WEST JESMOND,BRAKE BROS LTD,245.88,School meals,CATERERS
23.03.2015,GOSFORTH PARK,BRAKE BROS LTD,420.62,School meals,CATERERS
23.03.2015,BYKER PRIMARY,JR HOLLAND FOODSERVICE,5.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
23.03.2015,ST JOSEPHS RC,BRAKE BROS LTD,115.84,School meals,CATERERS
23.03.2015,ARTHURS MOORSIDE,BRAKE BROS LTD,127.04,School meals,CATERERS
23.03.2015,LEMINGTON RIVERSIDE,BRAKE BROS LTD,87.53,School meals,CATERERS
20.03.2015,GOSFORTH JUNIOR,BLAKEMORE FOODSERVICE,60.57,School meals,CATERERS
20.03.2015,KNOPLAW PRIMARY,JR HOLLAND FOODSERVICE,94.15,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,CENTRAL WALKER,BRAKE BROS LTD,270.71,School meals,CATERERS
20.03.2015,GOSFORTH JUNIOR,BRAKE BROS LTD,37.78,School meals,CATERERS
20.03.2015,ST TERESAS,BLAKEMORE FOODSERVICE,183.02,School meals,CATERERS
20.03.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,25.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,NORTH FAWDON,BRAKE BROS LTD,228.93,School meals,CATERERS
20.03.2015,KNOPLAW PRIMARY,BRAKE BROS LTD,250.62,School meals,CATERERS
20.03.2015,ST BEDES RC,JR HOLLAND FOODSERVICE,53.22,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,ST TERESAS,BLAKEMORE FOODSERVICE,20.18,School meals,CATERERS
20.03.2015,GRANGE FIRST SCHOOL,BLAKEMORE FOODSERVICE,7.29,School meals,CATERERS
20.03.2015,LINHOPE PRU,JR HOLLAND FOODSERVICE,50.19,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,ST JOSEPHS RC,BLAKEMORE FOODSERVICE,141.39,School meals,CATERERS
20.03.2015,WALKER TECHNOLOGY,BRAKE BROS LTD,314.66,School meals,CATERERS
20.03.2015,ST MICHAELS RC,BRAKE BROS LTD,30.08,School meals,CATERERS
20.03.2015,WYNDHAM PRIMARY,BRAKE BROS LTD,165.37,School meals,CATERERS
20.03.2015,BENFIELD SCHOOL,BRAKE BROS LTD,85.73,School meals,CATERERS
20.03.2015,MOUNTFIELD PRIMARY,BRAKE BROS LTD,161.82,School meals,CATERERS
20.03.2015,SACRED HEART PRI,JR HOLLAND FOODSERVICE,39.51,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,ST TERESAS,JR HOLLAND FOODSERVICE,47.58,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,WEST JESMOND,BLAKEMORE FOODSERVICE,467.16,School meals,CATERERS
20.03.2015,BROADWOOD PRIMARY,JR HOLLAND FOODSERVICE,80.03,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,BYKER PRIMARY,BRAKE BROS LTD,334.07,School meals,CATERERS
20.03.2015,CRUDDAS PARK,BLAKEMORE FOODSERVICE,105.13,School meals,CATERERS
20.03.2015,ARCHBISHOP RUNCIE,JR HOLLAND FOODSERVICE,79.29,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,WEST DENTON PRIMARY,BLAKEMORE FOODSERVICE,19.58,School meals,CATERERS
20.03.2015,ARTHURS MOORSIDE,BLAKEMORE FOODSERVICE,229.56,School meals,CATERERS
20.03.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,31.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,ST OSWALDS,BLAKEMORE FOODSERVICE,176.73,School meals,CATERERS
20.03.2015,OUR LADY & ST ANNES,BRAKE BROS LTD,326.54,School meals,CATERERS
20.03.2015,HOTSPUR PRIMARY,BLAKEMORE FOODSERVICE,19.37,School meals,CATERERS
20.03.2015,MILECASTLE PRIMARY,BRAKE BROS LTD,202.46,School meals,CATERERS
20.03.2015,BROADWOOD PRIMARY,JR HOLLAND FOODSERVICE,102.89,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,SACRED HEART PRI,BRAKE BROS LTD,203.03,School meals,CATERERS
20.03.2015,KENTON SCHOOL,BRAKE BROS LTD,474.94,School meals,CATERERS
20.03.2015,CANNING STREET,BRAKE BROS LTD,350.78,School meals,CATERERS
20.03.2015,ENGLISH MARTYRS,JR HOLLAND FOODSERVICE,61.25,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,SACRED HEART HIGH,BLAKEMORE FOODSERVICE,843.87,School meals,CATERERS
20.03.2015,ST JOHNS PRIMARY,BLAKEMORE FOODSERVICE,312.37,School meals,CATERERS
20.03.2015,REGENT FARM FIRST,JR HOLLAND FOODSERVICE,89.41,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,46.32,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,KINGSTON PARK,JR HOLLAND FOODSERVICE,7.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,CHRIST CHURCH,BLAKEMORE FOODSERVICE,148.19,School meals,CATERERS
20.03.2015,NORTH FAWDON,JR HOLLAND FOODSERVICE,3.57,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,OUR LADY & ST ANNES,JR HOLLAND FOODSERVICE,66.14,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,ST MARYS CATHOLIC,BLAKEMORE FOODSERVICE,554.89,School meals,CATERERS
20.03.2015,ST MARYS CATHOLIC,BRAKE BROS LTD,246.73,School meals,CATERERS
20.03.2015,HADRIAN SCHOOL,BLAKEMORE FOODSERVICE,6.48,School meals,CATERERS
20.03.2015,ARTHURS MOORSIDE,BLAKEMORE FOODSERVICE,29.37,School meals,CATERERS
20.03.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,ST MARKS RC,JR HOLLAND FOODSERVICE,63.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,SACRED HEART PRI,BLAKEMORE FOODSERVICE,285.24,School meals,CATERERS
20.03.2015,ARTHURS MOORSIDE,JR HOLLAND FOODSERVICE,125.63,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,ST OSWALDS,JR HOLLAND FOODSERVICE,72.56,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,24.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,35.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,CHEVIOT PRIMARY,BRAKE BROS LTD,321.49,School meals,CATERERS
20.03.2015,GOSFORTH ACADEMY,BLAKEMORE FOODSERVICE,788.64,School meals,CATERERS
20.03.2015,ARTHURS WESTAGE,JR HOLLAND FOODSERVICE,133.22,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,HAWTHORN PRIMARY,BRAKE BROS LTD,283.16,School meals,CATERERS
20.03.2015,ST CATHERINES,JR HOLLAND FOODSERVICE,5.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.03.2015,ENGLISH MARTYRS,BRAKE BROS LTD,378.86,School meals,CATERERS
