Property Reference,Property Description,Rateable Value,Account Name,Liability Start,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post Code,Empty Date,Exemption Code
40860011212634,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,24/10/2014,Unit 1 11th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,24/10/2014,DE-MINIMUS RATEABLE VALUE
0220003660000A,SHOP AND PREMISES,TO BE RATED,London Investment Estate Limited,21/08/2014,366 Ballards Lane,London,,,,N12 0EE,29/10/2014,DE-MINIMUS RATEABLE VALUE
40860011210338,OFFICES AND PREMISES,TO BE RATED,Erinstar Ltd,31/10/2014,Room 114 1st Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,31/10/2014,DE-MINIMUS RATEABLE VALUE
40860011210658,OFFICES AND PREMISES,TO BE RATED,Erinstar Ltd,31/10/2014,Room 311 3rd Fl,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,31/10/2014,DE-MINIMUS RATEABLE VALUE
40860011210982,OFFICES AND PREMISES,TO BE RATED,Erinstar Ltd,31/10/2014,Room 415 4th Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,31/10/2014,DE-MINIMUS RATEABLE VALUE
40860011210997,OFFICES AND PREMISES,TO BE RATED,Erinstar Ltd,31/10/2014,Room 416 4th Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,31/10/2014,DE-MINIMUS RATEABLE VALUE
40860011211222,OFFICES AND PREMISES,TO BE RATED,Erinstar Ltd,31/10/2014,Room 322 3rd Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,31/10/2014,DE-MINIMUS RATEABLE VALUE
40860011211487,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,31/10/2014,Unit 13 9th Flr,112 Station Road,Edgware,Middlesex,,HA8 7BJ,31/10/2014,DE-MINIMUS RATEABLE VALUE
40860011211769,OFFICES AND PREMISES,TO BE RATED,Erinstar Ltd,31/10/2014,Suite 4 10th Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,31/10/2014,DE-MINIMUS RATEABLE VALUE
40860011212013,OFFICES AND PREMISES,TO BE RATED,Erinstar Ltd,31/10/2014,Unit 214 2nd Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,31/10/2014,DE-MINIMUS RATEABLE VALUE
40860011212719,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,31/10/2014,Room 324 3rd Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,31/10/2014,DE-MINIMUS RATEABLE VALUE
40860011216122,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,31/10/2014,Unit 6.12 6th Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,31/10/2014,DE-MINIMUS RATEABLE VALUE
4086001121038B,OFFICES AND PREMISES,TO BE RATED,Erinstar Ltd,31/10/2014,Room 122 1st Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,31/10/2014,DE-MINIMUS RATEABLE VALUE
4086001121061A,OFFICES AND PREMISES,TO BE RATED,Erinstar Ltd,31/10/2014,Room 304 3rd Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,31/10/2014,DE-MINIMUS RATEABLE VALUE
4086001121128A,OFFICES AND PREMISES,TO BE RATED,Erinstar Ltd,31/10/2014,Room 121 1st Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,31/10/2014,DE-MINIMUS RATEABLE VALUE
4086001121061B,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,03/11/2014,Unit 6.25 6th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,03/11/2014,DE-MINIMUS RATEABLE VALUE
40860011212672,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,04/11/2014,Room 202 2nd Floor,Prermiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,04/11/2014,DE-MINIMUS RATEABLE VALUE
40860011212687,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,04/11/2014,Room 202a 2nd Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,04/11/2014,DE-MINIMUS RATEABLE VALUE
40860011212155,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,07/11/2014,Room 118 1st Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,07/11/2014,DE-MINIMUS RATEABLE VALUE
40860011212244,OFFICES AND PREMISES,TO BE RATED,Erinastar Limited,07/11/2014,Unit 1 10th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,07/11/2014,DE-MINIMUS RATEABLE VALUE
4086001121294B,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,07/11/2014,Unit 5,12th Flr Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,07/11/2014,DE-MINIMUS RATEABLE VALUE
40860011211631,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,09/11/2014,Unit 4 12th Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,09/11/2014,DE-MINIMUS RATEABLE VALUE
40860011212742,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,09/11/2014,Unit 15 10th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,09/11/2014,DE-MINIMUS RATEABLE VALUE
1338001531025B,OFFICES AND PREMISES,TO BE RATED,GAP C Properties Ltd,09/11/2014,Suite 504 at,153 East Barnet Road,Barnet,Hertfordshire,,EN4 8QZ,09/11/2014,DE-MINIMUS RATEABLE VALUE
22300001700062,OFFICES AND PREMISES,TO BE RATED,Countypier Ltd,21/05/2013,2nd Floor,17A Highfield Road,London,,,NW11 9PJ,10/11/2014,DE-MINIMUS RATEABLE VALUE
13380015310138,OFFICES AND PREMISES,TO BE RATED,GAP C Properties Ltd,21/03/2014,Suite 301,153 East Barnet Road,Barnet,Hertfordshire,,EN4 8QZ,11/11/2014,DE-MINIMUS RATEABLE VALUE
13380015310212,CAR PARK AND PREMISES,TO BE RATED,GAP C Properties Ltd,21/03/2014,Car Spaces For 4th Flr,153 East Barnet Road,Barnet,Hertfordshire,,EN4 8QZ,11/11/2014,DE-MINIMUS RATEABLE VALUE
13380015510017,OFFICES AND PREMISES,TO BE RATED,GAP C Properties Ltd,29/08/2014,2nd F 155,East Barnet Road,Barnet,Hertfordshire,,EN4 8QZ,11/11/2014,DE-MINIMUS RATEABLE VALUE
40880001710122,OFFICES AND PREMISES,TO BE RATED,17 Station Road Limited,12/06/2015,Suite Two 1st Flr 17,Station Road,Barnet,Hertfordshire,,EN5 1PG,12/11/2014,DE-MINIMUS RATEABLE VALUE
40880001710067,OFFICES AND PREMISES,TO BE RATED,17 Station Road Limited,12/06/2015,4th Fl 17,Station Road,Barnet,Hertfordshire,,EN5 1PG,14/11/2014,DE-MINIMUS RATEABLE VALUE
4086001121174A,OFFICES AND PREMISES,TO BE RATED,Erinastar Limited,22/11/2014,Suite 2 10th Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,22/11/2014,DE-MINIMUS RATEABLE VALUE
40860011212418,OFFICES AND PREMISES,TO BE RATED,Sparquote Limited,28/11/2014,Unit 3 9th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,28/11/2014,DE-MINIMUS RATEABLE VALUE
40860011212422,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,28/11/2014,Unit 4 9th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,28/11/2014,DE-MINIMUS RATEABLE VALUE
40860011212441,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,28/11/2014,Unit 5 9th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,28/11/2014,DE-MINIMUS RATEABLE VALUE
40860011210944,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,30/11/2014,Room 411 4th Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,30/11/2014,DE-MINIMUS RATEABLE VALUE
40860011211006,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,30/11/2014,Room 417 4th Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,30/11/2014,DE-MINIMUS RATEABLE VALUE
40860011211275,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,30/11/2014,Room 119 1st Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,30/11/2014,DE-MINIMUS RATEABLE VALUE
40860011212884,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,30/11/2014,Unit 4a 11th Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,30/11/2014,DE-MINIMUS RATEABLE VALUE
01680000010022,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 2,Ashley Lane,London,,NW4 1HF,30/11/2014,DE-MINIMUS RATEABLE VALUE
01680000010037,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage  Ltd,Car Space 3,Ashley Lane,London,,NW4 1HF,30/11/2014,DE-MINIMUS RATEABLE VALUE
01680000010056,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 5,Ashley Lane,London,,NW4 1HF,30/11/2014,DE-MINIMUS RATEABLE VALUE
01680000010164,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 16,Ashley Lane,London,,NW4 1HF,30/11/2014,DE-MINIMUS RATEABLE VALUE
01680000010179,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 17,Ashley Lane,London,,NW4 1HF,30/11/2014,DE-MINIMUS RATEABLE VALUE
01680000010234,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 23,Ashley Lane,London,,NW4 1HF,30/11/2014,DE-MINIMUS RATEABLE VALUE
01680000010516,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 51,Ashley Lane,London,,NW4 1HF,30/11/2014,DE-MINIMUS RATEABLE VALUE
01680000010573,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 57,Ashley Lane,London,,NW4 1HF,30/11/2014,DE-MINIMUS RATEABLE VALUE
01680000010696,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 69,Ashley Lane,London,,NW4 1HF,30/11/2014,DE-MINIMUS RATEABLE VALUE
0168000001020A,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 20,Ashley Lane,London,,NW4 1HF,30/11/2014,DE-MINIMUS RATEABLE VALUE
01680000010484,CAR PARK AND PREMISES,£900,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Spaces 48-49,Ashley Lane,London,,NW4 1HF,30/11/2014,DE-MINIMUS RATEABLE VALUE
01680000010535,CAR PARK AND PREMISES,"£1,350",Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Spaces 53-54 & 66,Ashley Lane,London,,NW4 1HF,30/11/2014,DE-MINIMUS RATEABLE VALUE
1338001531027A,OFFICES AND PREMISES,TO BE RATED,GAP C Properties Ltd,02/12/2014,Suite 506 At,153 East Barnet Road,Barnet,Hertfordshire,,EN4 8QZ,02/12/2014,DE-MINIMUS RATEABLE VALUE
40860011210925,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,05/12/2014,Room 425 4th Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,05/12/2014,DE-MINIMUS RATEABLE VALUE
40860011210249,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,07/12/2014,Room 105 1st Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,07/12/2014,DE-MINIMUS RATEABLE VALUE
40860011211612,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,10/12/2014,Unit 2 12th Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,10/12/2014,DE-MINIMUS RATEABLE VALUE
40860011211627,OFFICES AND PREMISES,TO BE RATED,Erinastar Limited,11/12/2014,Unit 3 12th Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,11/12/2014,DE-MINIMUS RATEABLE VALUE
13380015310123,CAR PARK AND PREMISES,TO BE RATED,GAP C Properties Ltd,21/03/2014,Car Parking At,153 East Barnet Road,Barnet,Hertfordshire,,EN4 8QZ,12/12/2014,DE-MINIMUS RATEABLE VALUE
1338001531002B,OFFICES AND PREMISES,TO BE RATED,GAP C Properties Ltd,12/12/2014,Suite 202 At,153 East Barnet Road,Barnet,Hertfordshire,,EN4 8QZ,12/12/2014,DE-MINIMUS RATEABLE VALUE
40860011210592,OFFICES AND PREMISES,TO BE RATED,Erinastar Limited,14/12/2014,Unit 6 6th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,14/12/2014,DE-MINIMUS RATEABLE VALUE
4086001121077A,OFFICES AND PREMISES,TO BE RATED,Erinastar Limited,14/12/2014,Unit 1 9th Floor Left,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,14/12/2014,DE-MINIMUS RATEABLE VALUE
4086001121079B,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,15/12/2014,Unit 1B 9th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,15/12/2014,DE-MINIMUS RATEABLE VALUE
4086001121084A,OFFICES AND PREMISES,TO BE RATED,Erinastar Limited,15/12/2014,Unit 1c 9th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,15/12/2014,DE-MINIMUS RATEABLE VALUE
01680000010427,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 42,Ashley Lane,London,,NW4 1HF,15/12/2014,DE-MINIMUS RATEABLE VALUE
01680000010554,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 55,Ashley Lane,London,,NW4 1HF,15/12/2014,DE-MINIMUS RATEABLE VALUE
0168000001047B,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 47,Ashley Lane,London,,NW4 1HF,15/12/2014,DE-MINIMUS RATEABLE VALUE
0168000001052A,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 52,Ashley Lane,London,,NW4 1HF,15/12/2014,DE-MINIMUS RATEABLE VALUE
01680000010431,CAR PARK AND PREMISES,"£1,350",Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Spaces 43-45,Ashley Lane,London,,NW4 1HF,15/12/2014,DE-MINIMUS RATEABLE VALUE
40860011210003,OFFICES AND PREMISES,TO BE RATED,Erinastar Limited,20/12/2014,Unit 3 11th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,20/12/2014,DE-MINIMUS RATEABLE VALUE
40860011210018,OFFICES AND PREMISES,TO BE RATED,Erinastar Limited,20/12/2014,Unit 2a  11th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,20/12/2014,DE-MINIMUS RATEABLE VALUE
40860011211561,OFFICES AND PREMISES,TO BE RATED,Erinastar Limited,20/12/2014,Unit 2 11th Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,20/12/2014,DE-MINIMUS RATEABLE VALUE
40860011212329,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,22/12/2014,Unit 4 8th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,22/12/2014,DE-MINIMUS RATEABLE VALUE
40860011212333,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,22/12/2014,Unit 4a 8th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,22/12/2014,DE-MINIMUS RATEABLE VALUE
40860011212348,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,22/12/2014,Unit 5 8th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,22/12/2014,DE-MINIMUS RATEABLE VALUE
40860011212352,OFFICES AND PREMISES,TO BE RATED,Erinastar Limited,22/12/2014,Unit 5a 8th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,22/12/2014,DE-MINIMUS RATEABLE VALUE
40860011212367,OFFICES AND PREMISES,TO BE RATED,Erinastar Limited,22/12/2014,Suite 1 8th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,22/12/2014,DE-MINIMUS RATEABLE VALUE
40860011212386,OFFICES AND PREMISES,TO BE RATED,Erinastar Limited,23/12/2014,Unit 2a 8th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,23/12/2014,DE-MINIMUS RATEABLE VALUE
4086001121054B,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,27/01/2014,Suite 1a 8th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,23/12/2014,DE-MINIMUS RATEABLE VALUE
40860011210022,OFFICES AND PREMISES,TO BE RATED,Erinastar Limited,31/12/2014,7th Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,31/12/2014,DE-MINIMUS RATEABLE VALUE
4086001121135A,OFFICES AND PREMISES,TO BE RATED,Erinastar Ltd,31/12/2014,Unit 2 9th Flr,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,31/12/2014,DE-MINIMUS RATEABLE VALUE
40860011212545,OFFICES AND PREMISES,TO BE RATED,Erinastar Limited,01/01/2015,Unit 4 5th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,01/01/2015,DE-MINIMUS RATEABLE VALUE
36360033000007,SHOP AND PREMISES,TO BE RATED,Rocquefort Property Holdings Limited,12/03/2015,330 Regents Park Road,London,,,,N3 2LN,02/01/2015,DE-MINIMUS RATEABLE VALUE
33520000200003,BUILDING UNDER RECONSTRUCTION,TO BE RATED,B. Properties Limited,06/03/2015,2 Park Road,London,,,,NW4 3PQ,05/01/2015,DE-MINIMUS RATEABLE VALUE
01680000010018,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 1,Ashley Lane,London,,NW4 1HF,15/01/2015,DE-MINIMUS RATEABLE VALUE
01680000010569,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 56,Ashley Lane,London,,NW4 1HF,15/01/2015,DE-MINIMUS RATEABLE VALUE
01680000010681,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 68,Ashley Lane,London,,NW4 1HF,15/01/2015,DE-MINIMUS RATEABLE VALUE
01680000010709,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 70,Ashley Lane,London,,NW4 1HF,15/01/2015,DE-MINIMUS RATEABLE VALUE
01680000010747,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 4,Ashley Lane,London,,NW4 1HF,15/01/2015,DE-MINIMUS RATEABLE VALUE
0168000001006A,CAR PARK AND PREMISES,£450,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Space 6,Ashley Lane,London,,NW4 1HF,15/01/2015,DE-MINIMUS RATEABLE VALUE
01680000010094,CAR PARK AND PREMISES,£900,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Spaces 9-10,Ashley Lane,London,,NW4 1HF,15/01/2015,DE-MINIMUS RATEABLE VALUE
01680000010465,CAR PARK AND PREMISES,£900,Hand Picked Hotels Limited,13/03/2015,Central Car Storage Ltd,Car Spaces 46 & 50,Ashley Lane,London,,NW4 1HF,15/01/2015,DE-MINIMUS RATEABLE VALUE
36360032400002,SHOP AND PREMISES,TO BE RATED,Roquefort Property Holdings Limited,12/03/2015,324 Regents Park Road,London,,,,N3 2LN,22/01/2015,DE-MINIMUS RATEABLE VALUE
062000200B0002,PUBLIC HOUSE AND PREMISES,TO BE RATED,Punch Partnerships (PTL) Limited,16/05/2015,The Lansdowne Bar,200 Burnt Oak Broadway,Edgware,Middlesex,,HA8 0AP,30/01/2015,DE-MINIMUS RATEABLE VALUE
472000045A0018,WORKSHOP AND PREMISES,TO BE RATED,Woodhouse Road Property Limited,30/10/2015,Factory R/o,45-51 Woodhouse Road,London,,,N12 9ET,11/02/2015,DE-MINIMUS RATEABLE VALUE
13380015510055,OFFICES AND PREMISES,TO BE RATED,GAP C Properties Ltd,20/02/2015,1st F 155,East Barnet Road,Barnet,Hertfordshire,,EN4 8QZ,20/02/2015,DE-MINIMUS RATEABLE VALUE
22300001700043,OFFICES AND PREMISES,TO BE RATED,Countypier Ltd,05/05/2009,Gnd Flr,17A Highfield Road,London,,,NW11 9PJ,19/03/2015,DE-MINIMUS RATEABLE VALUE
40880002110159,OFFICES AND PREMISES,TO BE RATED,Castle Invest Limited,26/03/2015,1ST FLR REAR 21-23,Station Road,Barnet,Hertfordshire,,EN5 1PH,26/03/2015,DE-MINIMUS RATEABLE VALUE
40880001710137,OFFICES AND PREMISES,TO BE RATED,17 Station Road Limited,12/06/2015,3rd Flr 17,Station Road,Barnet,Hertfordshire,,EN5 1PG,01/04/2015,DE-MINIMUS RATEABLE VALUE
2240009151015A,CAR PARKING SPACE AND PREMISES,£600,The London Diocesan Fund,01/04/2015,Car Parking Space 1,2nd Flr Left,915 High Road,London,,N12 8QJ,01/04/2015,DE-MINIMUS RATEABLE VALUE
4414001832000A,PUBLIC HOUSE AND PREMISES (UNDER BWIP),TO BE RATED,Mr P Demetriou,18/04/2011,The Bell And Buck,Victoria Road,Barnet,,,EN4 9SG,14/04/2015,DE-MINIMUS RATEABLE VALUE
13380014200014,SHOP AND PREMISES,TO BE RATED,Bernard Reilly Developments Limited,20/04/2015,142 East Barnet Road,Barnet,Hertfordshire,,,EN4 8RD,20/04/2015,DE-MINIMUS RATEABLE VALUE
13380015510036,OFFICES AND PREMISES,TO BE RATED,GAP C Properties Ltd,29/04/2015,5th Fl 155,East Barnet Road,Barnet,Hertfordshire,,EN4 8QZ,29/04/2015,DE-MINIMUS RATEABLE VALUE
22400090410077,OFFICES AND PREMISES,TO BE RATED,Sentpark Developments Limited,19/05/2016,1st Flr Left,Sheldon House,904-910 High Road,London,,N12 9RW,05/05/2015,DE-MINIMUS RATEABLE VALUE
22400092210029,PROPERTY CONVERTING TO DOMESTIC,TO BE RATED,Reco Investments Limited,30/09/2015,1st Fl 922-928,High Road,London,,,N12 9RS,06/05/2015,DE-MINIMUS RATEABLE VALUE
40860011212649,OFFICES AND PREMISES,TO BE RATED,Premier House Limited,08/05/2015,Unit 1a 11th Floor,Premiere House,112 Station Road,Edgware,Middlesex,HA8 7BJ,08/05/2015,DE-MINIMUS RATEABLE VALUE
32600000011385,OFFICES AND PREMISES,"£1,825",Comer (new Southgate) No 1 Limited,17/12/2014,Room 339 2nd Flr Building 3,North London Busienss Park,Oakleigh Road South,London,,N11 1GN,11/05/2015,DE-MINIMUS RATEABLE VALUE
15820129710011,PROPERTY UNDERGOING REFURBISHMENT,TO BE RATED,Monks way development ltd,23/09/2015,Marcus King & Co,City House,Monks Way,London,,NW11 0AF,27/05/2015,DE-MINIMUS RATEABLE VALUE
27820000110112,PROPERTY CONVERTING TO DOMESTIC,TO BE RATED,Barnet Investments Limited,24/08/2015,4th Floor Front Left,Endeavour House,1 Lyonsdown Road,Barnet,Hertfordshire,EN5 1HR,29/05/2015,DE-MINIMUS RATEABLE VALUE
27820000110108,PROPERTY CONVERTING TO DOMESTIC,TO BE RATED,Barnet Investments Limited,24/08/2015,7th Floor Rear,Endeavour House,1 Lyonsdown Road,Barnet,Hertfordshire,EN5 1HR,01/06/2015,DE-MINIMUS RATEABLE VALUE
2782000011008A,PROPERTY CONVERTING TO DOMESTIC,TO BE RATED,Barnet Investments Limited,24/08/2015,6th Floor,Endeavour House,1 Lyonsdown Road,Barnet,Hertfordshire,EN5 1HR,01/06/2015,DE-MINIMUS RATEABLE VALUE
22440014410031,OFFICES AND PREMISES,TO BE RATED,Kingston (City) Estates Trading Ltd,25/07/2014,144a High Street,Barnet,,,,EN5 5XP,12/06/2015,DE-MINIMUS RATEABLE VALUE
40880001710033,OFFICES AND PREMISES,TO BE RATED,17 Station Road Limited,12/06/2015,6th Flr Front At,17 Station Road,Barnet,Hertfordshire,,EN5 1QE,12/06/2015,DE-MINIMUS RATEABLE VALUE
40880001710141,OFFICES AND PREMISES,TO BE RATED,17 Station Road Limited,12/06/2015,6th Flr Rear At,17 Station Road,Barnet,Hertfordshire,,EN5 1QE,12/06/2015,DE-MINIMUS RATEABLE VALUE
40880001710175,OFFICES AND PREMISES,TO BE RATED,17 Station Road Limited,12/06/2015,7th Flr Rear,17 Station Road,Barnet,,,EN5 1QE,12/06/2015,DE-MINIMUS RATEABLE VALUE
40880001712024,OFFICES AND PREMISES,TO BE RATED,17 Station Road Limited,12/06/2015,Suite B 2nd Flr 17,Station Road,Barnet,Hertfordshire,,EN5 1PG,12/06/2015,DE-MINIMUS RATEABLE VALUE
40880001712039,OFFICES AND PREMISES,TO BE RATED,17 Station Road Limited,12/06/2015,Suite C 2nd Flr 17,Station Road,Barnet,Hertfordshire,,EN5 1PG,12/06/2015,DE-MINIMUS RATEABLE VALUE
40880001712058,OFFICES AND PREMISES,TO BE RATED,17 Station Road Limited,12/06/2015,Suite E 2nd Flr 17,Station Road,Barnet,Hertfordshire,,EN5 1PG,12/06/2015,DE-MINIMUS RATEABLE VALUE
40880001712062,PROPERTY UNDER DEVELOPMENT,TO BE RATED,17 Station Road Limited,12/06/2015,Suite F 2nd Flr 17,Station Road,Barnet,Hertfordshire,,EN5 1PG,12/06/2015,DE-MINIMUS RATEABLE VALUE
40880001712077,OFFICES AND PREMISES,TO BE RATED,17 Station Road Limited,12/06/2015,Suite G 2nd Flr 17,Station Road,Barnet,Hertfordshire,,EN5 1PG,12/06/2015,DE-MINIMUS RATEABLE VALUE
40880001712081,OFFICES AND PREMISES,TO BE RATED,17 Station Road Limited,12/06/2015,Suite H 2nd Flr 17,Station Road,Barnet,Hertfordshire,,EN5 1PG,12/06/2015,DE-MINIMUS RATEABLE VALUE
40880001712096,OFFICES AND PREMISES,TO BE RATED,17 Station Road Limited,12/06/2015,Suite I 2nd Flr 17,Station Road,Barnet,Hertfordshire,,EN5 1PG,12/06/2015,DE-MINIMUS RATEABLE VALUE
40880001712109,OFFICES AND PREMISES,TO BE RATED,17 Station Road Limited,12/06/2015,Suite J 2nd Flr 17,Station Road,Barnet,Hertfordshire,,EN5 1PG,12/06/2015,DE-MINIMUS RATEABLE VALUE
40880001712113,OFFICES AND PREMISES,TO BE RATED,17 Station Road Limited,12/06/2015,Suite K 2nd Flr 17,Station Road,Barnet,Hertfordshire,,EN5 1PG,12/06/2015,DE-MINIMUS RATEABLE VALUE
40880001712147,OFFICES AND PREMISES,TO BE RATED,17 Station Road Limited,12/06/2015,Suite N 2nd Flr 17,Station Road,Barnet,Hertfordshire,,EN5 1PG,12/06/2015,DE-MINIMUS RATEABLE VALUE
40880001712202,OFFICES AND PREMISES,TO BE RATED,17 Station Road Limited,12/06/2015,Suite T 2nd Flr 17,Station Road,Barnet,Hertfordshire,,EN5 1PG,12/06/2015,DE-MINIMUS RATEABLE VALUE
