Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount 
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/01/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,OUSE&DERWNT INTERN DRAING,0000178696,481.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/01/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,OUSE&DERWNT INTERN DRAING,0000178697,477.74
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,POTTERIC CARR INT. DRAINA,0000178733,"1,938.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,POTTERIC CARR INT. DRAINA,0000178734,36.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,POTTERIC CARR INT. DRAINA,0000178735,55.59
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,POTTERIC CARR INT. DRAINA,0000178736,349.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,POTTERIC CARR INT. DRAINA,0000178737,36.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,EDF ENERGY 1 LIMITED,0000178750,796.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,EDF ENERGY 1 LIMITED,0000178751,991.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,OUSE&DERWNT INTERN DRAING,0000178767,715.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,EDF ENERGY 1 LIMITED,0000178780,783.37
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,EDF ENERGY 1 LIMITED,0000178781,436.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,NPOWER,0000178956,415.19
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,NPOWER,0000178957,228.08
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000178994,46.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000178995,169.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000178996,23.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000178997,683.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000178998,329.65
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000178999,121.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000179000,175.98
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000179001,864.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000179002,"1,179.64"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000179003,14.76
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000179004,53.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000179005,267.49
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000179006,515.61
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000179007,134.11
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000179008,66.01
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,BRITISH GAS BUSINESS,0000179009,220.61
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,NPOWER,0000179038,172.52
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,INTEGRATED WATER SERVICES,0000179057,324.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,INTEGRATED WATER SERVICES,0000179057,237.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ASHFIELDS & WEST MOOR I.D,0000179065,"10,477.91"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,NPOWER,0000179071,49.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,NPOWER,0000179072,208.78
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,NPOWER,0000179073,-186.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ASHFIELDS & WEST MOOR I.D,0000179115,821.11
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ASHFIELDS & WEST MOOR I.D,0000179116,341.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ASHFIELDS & WEST MOOR I.D,0000179117,"1,100.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ASHFIELDS & WEST MOOR I.D,0000179118,"2,764.65"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ASHFIELDS & WEST MOOR I.D,0000179119,497.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,FINNINGLEY INTERNAL DRAIN,0000179191,640.54
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,FINNINGLEY INTERNAL DRAIN,0000179192,200.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/02/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,NPOWER,0000179222,707.19
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,HOWDENS JOINERY LIMITED,0000178569,9.99
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,HOWDENS JOINERY LIMITED,0000178570,341.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,HPS CHARTERED SURVEYORS,0000178582,319.91
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,M FOSTER,0000178583,884.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,HOWDENS JOINERY LIMITED,0000178593,99.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CORNERSTONE  PROJECTS LTD,0000178598,77.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,NAL PLANT LIMITED,0000178609,"1,425.01"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,NAL PLANT LIMITED,0000178610,"1,425.01"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,NAL PLANT LIMITED,0000178611,"1,427.82"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,NAL PLANT LIMITED,0000178612,704.13
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,REPLACEMENT FITTED WARDRO,0000178645,"2,985.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000178651,281.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000178689,"15,000.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000178690,"7,500.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000178691,"7,500.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,REIMBURSE REPLACEMENT CLO,0000178700,846.79
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,HOWDENS JOINERY LIMITED,0000178711,202.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,HOWDENS JOINERY LIMITED,0000178712,-65.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,GEOL-CONSULTANTS LTD,0000178720,"2,220.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,EDWARDS GENESIS,0000178738,650.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,HOUSING PLUS,0000178739,"8,775.70"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,HPS CHARTERED SURVEYORS,0000178805,"13,136.62"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,REPLACEMENT OF BEDROOM DR,0000178809,490.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,RESTORATION WORKS,0000178810,200.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,J N BENTLEY LIMITED,0000178814,"48,741.65"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,WYG ENV PLANNING TRANSPOR,0000178816,"13,649.05"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,DUNCAN ROSS LAND DRAINAGE,0000178817,"8,704.36"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,TURNEY WYLDE CONSTRUCTION,0000178818,"35,688.97"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,NAL PLANT LIMITED,0000178840,"5,100.84"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,NAL PLANT LIMITED,0000178841,761.77
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,NAL PLANT LIMITED,0000178842,"2,110.87"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,NAL PLANT LIMITED,0000178843,"1,880.45"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/12/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,ALLIED SURVEYORS,0000178848,100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,LLETTYSHENKIN CONS CO LTD,0000178884,100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,AGENTS FEES FOR WORKS,0000178896,293.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CONTRIBUTION TO DECORATIO,0000178897,100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,MIDLAND SURVEYING & ENGIN,0000178908,650.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,GEOL-CONSULTANTS LTD,0000178915,"1,128.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000178966,"1,308.24"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000178967,"1,733.25"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000178968,109.37
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000178969,403.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CORNERSTONE  PROJECTS LTD,0000179013,89.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CORNERSTONE  PROJECTS LTD,0000179014,96.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CORNERSTONE  PROJECTS LTD,0000179018,77.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CORNERSTONE  PROJECTS LTD,0000179023,89.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,M FOSTER,0000179026,"1,112.80"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/11/2010,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,HPS CHARTERED SURVEYORS,0000179028,984.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,GEOL-CONSULTANTS LTD,0000179029,823.39
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,2ND PHASE PAYMENT,0000179041,"10,000.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,COSTS FOR REPAIR,0000179052,"24,205.75"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,L & G PLANT HIRE,0000179082,272.79
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,REIMBURSEMENT FOR OWN REPAIRS,0000179086,696.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,J MURPHY & SONS LIMITED,0000179098,"6,229.70"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,WOODHORN CHARITABLE TRUST,0000179102,41.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000179103,"6,870.66"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CARMALOR CONSTRUCTION,0000179104,"6,322.59"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,M FOSTER,0000179128,620.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,COMPANY BARCLAYCARD,0000179153,312.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,COMPANY BARCLAYCARD,0000179166,571.63
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,WITHOUT PREJUDICE OFFER ,0000179203,"2,981.55"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2011,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,SECTION 8 PAYMENT,0000179209,"8,745.95"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,CALL CHARGES,SURFACE HAZARDS,BRITISH TELECOMMUNICATION,0000178857,78.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/02/2011,CHILDCARE VOUCHERS,SURFACE HAZARDS,LEAPFROG DAY NURSERIES LT,0000178893,243.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/02/2011,CHILDCARE VOUCHERS,SURFACE HAZARDS,LEAPFROG DAY NURSERIES LT,0000178893,140.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/02/2011,CHILDCARE VOUCHERS,SURFACE HAZARDS,LEAPFROG DAY NURSERIES LT,0000178893,50.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/02/2011,CONSULTANCY - SURFACE HAZARDS,SURFACE HAZARDS,WYG ENV PLANNING TRANSPOR,0000178849,"4,672.50"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/01/2011,CONSULTANTS TECHNICAL,SURFACE HAZARDS,CIRIA,0000178617,"10,000.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/02/2011,CONSULTANTS TECHNICAL,SURFACE HAZARDS,JMC ENGINEERING (UK) LTD,0000178795,"1,746.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/01/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,LEX AUTOLEASE LTD,0000178571,565.09
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179148,20.39
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179149,28.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179151,9.98
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179161,13.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,CONTRACT HIRE VEHICLES,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179166,17.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,FARES - RAIL,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000179156,159.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2011,FUEL (VEHICLE),SURFACE HAZARDS,ARVAL PHH,0000178947,118.46
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2011,FUEL (VEHICLE),SURFACE HAZARDS,ARVAL PHH,0000178948,83.22
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2011,FUEL (VEHICLE),SURFACE HAZARDS,ARVAL PHH,0000178949,50.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2011,FUEL (VEHICLE),SURFACE HAZARDS,ARVAL PHH,0000178950,51.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,FUEL (VEHICLE),SURFACE HAZARDS,ARVAL PHH,0000178951,66.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,FUEL (VEHICLE),SURFACE HAZARDS,ARVAL PHH,0000178952,50.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,FUEL (VEHICLE),SURFACE HAZARDS,ARVAL PHH,0000178953,56.31
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,FUEL (VEHICLE),SURFACE HAZARDS,ARVAL PHH,0000178954,161.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,FUEL (VEHICLE),SURFACE HAZARDS,ARVAL PHH,0000178955,75.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2011,FUEL (VEHICLE),SURFACE HAZARDS,ARVAL PHH,0000179178,62.19
