Department,Entity,Date of Payment,Expense Type,Expense Area,Suppliers,Transaction Number,Amount
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,19/02/2014,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100300019,192.64
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,19/02/2014,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100300021,89.35
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,19/02/2014,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100300022,48.32
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,19/02/2014,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100300272,-48.32
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,19/02/2014,UTILITIES/ELECTRICITY,PROPERTY,BRITISH GAS BUSINESS,5100300273,48.32
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,REPAIRS & MAINTENANCE,FUSION,BSA MACHINE TOOLS LTD,5100299697,378.9
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,BSS OXFORD,5100299119,290.72
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,BSS OXFORD,5100299120,374.54
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,BSS OXFORD,5100299121,42.6
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,BSS OXFORD,5100299215,68.78
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,BSS OXFORD,5100299653,168
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,MATERIALS & SPARES,FUSION,BSS OXFORD,5100297663,98.39
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,MATERIALS & SPARES,FUSION,BSS OXFORD,5100299371,-23.66
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,BSS OXFORD,5100299675,463.62
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,BSS OXFORD,5100299676,257.91
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,MATERIALS & SPARES,FUSION,BT Business Direct Ltd,5100298954,43.96
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,BUDGET FORKTRUCKS LTD,5100299354,390
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,MATERIALS & SPARES,FUSION,BUDGET FORKTRUCKS LTD,5100299358,312
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,BUDGET FORKTRUCKS LTD,5100299355,268.67
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,BUDGET FORKTRUCKS LTD,5100299356,342.33
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,MATERIALS & SPARES,FUSION,BUEHLER,5100298965,1247.3
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,PLANT SPARES,FUSION,BURCKHARDT COMPRESSION UK LTD,5100299309,564.14
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,CATERING SUPPLIES,SUPPORT SERVICES,BWT UK LTD,5100299812,982.1
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,CATERING SUPPLIES,SUPPORT SERVICES,BWT UK LTD,5100299813,180
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,PLANT & EQUIPMENT,FUSION,CALUMET,5100299920,16
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,PLANT & EQUIPMENT,FUSION,CALUMET,5100299921,323.86
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,CONSUMABLES,FUSION,CARILLON INDUSTRIAL SERVICES LTD,5100299460,94.36
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,CONSUMABLES,FUSION,CARILLON INDUSTRIAL SERVICES LTD,5100299461,106.4
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,MATERIALS & SPARES,FUSION,CBL ELECTRIC VEHICLES LTD,5100299805,90
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,28/01/2014,OTHER STAFF COSTS,FUSION,CBS Butler Ltd,1900059382,"£ 5,223.00"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,CONSUMABLES,FUSION,CENTRAL METAL & ALLOYS LTD,5100299247,213
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,CONSUMABLES,FUSION,CENTRAL METAL & ALLOYS LTD,5100299795,901.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,OTHER EXTERNAL COSTS,SUPPORT SERVICES,CERN,1900059420,"£ 1,655.36"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,CHANNEL SAFETY SERVICES LTD,5100298976,600
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,21/02/2014,OTHER EXTERNAL COSTS,FUSION,Chase Resources Ltd,1900059490,£ 419.95
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS: HAZARDOUS,FUSION,CHEMTECH WASTE MANAGEMENT,5100298663,4217.01
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,IT EQUIPMENT NON CAPITAL,FUSION,CIEMAT,5100298329,24575.99
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,CITY ELECTRICAL FACTORS,5100299122,217.42
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,LAUNDRY,FUSION,CLEAN LINEN SERVICES LTD,5100299360,64.72
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,CATERING,PROPERTY,CLEANSING SERVICE GROUP LTD,5100299458,74.3
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,CATERING,PROPERTY,CLEANSING SERVICE GROUP LTD,5100299459,54.6
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,EFDA SECONDEE CONTRACT,FUSION,CNR CONSIGLIO NAZIONALE DELLE RICER,5100299564,15701.88
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,DESIGN & CONSTRUCTION,FUSION,COBHAM TECHNICAL SERVICES,5100299879,1804
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,UTILITIES/GAS,PROPERTY,COFELY LTD,5100299009,74070.65
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,UTILITIES/GAS,PROPERTY,COFELY LTD,5100299011,4498.78
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,UTILITIES/GAS,PROPERTY,COFELY LTD,5100299770,26582.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,UTILITIES/GAS,PROPERTY,COFELY LTD,5100299771,20044.73
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,STATIONERY,FUSION,COLOURCOM,5100299626,299
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,EFDA SECONDEE CONTRACT,FUSION,COMMISSARIAT L ENERGIE ATOMIQUE CEA,5100298605,1571.66
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,PLANT SPARES,FUSION,COMMUNICATIONS & POWER INDUSTRIES,5100299876,15000
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,COMPLETE PCB SERVICES LTD,5100299266,3648.14
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT SPARES,FUSION,CONDEC INDUSTRIAL MAINTENANCE,5100299589,760
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,PROFESSIONAL SERVICES,PROPERTY,CONNAUGHT COMPLIANCE SERVICES LTD,5100299947,912
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,PROFESSIONAL SERVICES,PROPERTY,CONNAUGHT COMPLIANCE SERVICES LTD,5100299996,912
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,CPC PLC,5100299164,19.21
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,CPC PLC,5100299163,55.02
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,CPC PLC,5100299569,164.74
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,CPC PLC,5100299810,26.52
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,CPC PLC,5100299162,433.52
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,CPC PLC,5100298898,48.3
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,REPAIRS & MAINTENANCE,FUSION,CRANE CARE LTD,5100299069,213.38
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,UNIVERSITY PLACEMENT,FUSION,CRANFIELD UNIVERSITY,5100299620,3945
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100298776,69
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100299079,286.08
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100299678,84.75
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100299681,90.8
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100299683,113.02
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100299853,160.8
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100299854,71.98
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100299856,55.2
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100299857,8.39
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100299858,243.91
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100299859,68.61
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100299076,59.69
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100299077,28.77
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100299078,103.74
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100299080,56.09
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100299686,730.55
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100299688,41.8
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,CROMWELL LTD,5100299855,280.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,CROSSMAN ENGINEERING,5100299210,116
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,CROSSMAN ENGINEERING,5100299211,1170
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PROFESSIONAL SERVICES,SUPPORT SERVICES,CSC COMPUTER SERVICES,5100298977,13599.4
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PROFESSIONAL SERVICES,SUPPORT SERVICES,CSC COMPUTER SERVICES,5100298978,22769.97
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PROFESSIONAL SERVICES,SUPPORT SERVICES,CSC COMPUTER SERVICES,5100299165,3955.77
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PROFESSIONAL SERVICES,SUPPORT SERVICES,CSC COMPUTER SERVICES,5100298806,6922
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PROFESSIONAL SERVICES,SUPPORT SERVICES,CSC COMPUTER SERVICES,5100299132,-6922
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,OTHER EXTERNAL COSTS,FUSION,Cunningham Covers Ltd,1900059400,"£ 4,593.60"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,BUILDING REPAIRS,FUSION,D CLOUGH LTD,5100299046,2102.02
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,BUILDING REPAIRS,FUSION,D CLOUGH LTD,5100299288,165
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,IT EQUIPMENT NON CAPITAL,FUSION,DASSAULT SYSTEMES SIMULIA LTD,5100298893,22807.05
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,PLANT & EQUIPMENT,FUSION,DAVIS INDUSTRIAL PLASTICS,5100299480,45.83
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,SOFTWARE,FUSION,DELCAM UK LTD,5100298892,3666.66
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,PLANT & EQUIPMENT,FUSION,DIRECTA (UK) LTD,5100299359,92.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,PLANT & EQUIPMENT,FUSION,DIRECTA (UK) LTD,5100299844,92.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PROFESSIONAL SERVICES,SUPPORT SERVICES,DISCLOSURE SCOTLAND,5100299084,275
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100298947,115.07
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100298948,108.75
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299760,31.75
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100298949,101.9
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299251,64.47
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299252,39.2
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299253,318.4
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299254,315.87
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299255,254
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299261,73
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299756,120
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299757,214.76
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299758,12.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299761,143.4
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299762,123.45
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299763,90.05
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299764,68.35
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299765,14.9
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299766,37.8
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299767,24.45
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299768,41.7
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,DURBIN METAL INDUSTRIES LTD,5100299890,195
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,14/02/2014,OTHER EXTERNAL COSTS,SUPPORT SERVICES,DWF LLP,1900059469,"£ 25,741.05"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,MATERIALS & SPARES,FUSION,Dwyer Instruments Ltd,5100299609,359
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,MATERIALS & SPARES,FUSION,DynAmp LLC,5100299129,33438.68
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,UTILITIES/ELECTRICITY,FUSION,EDF ENERGY,5100299594,39710.15
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,UTILITIES/ELECTRICITY,FUSION,EDF ENERGY,5100299658,262139.88
