Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/10/2010,OFFICE MACHINERY PURCHASED,SURFACE HAZARDS,REPLACEMENT BATTERY FOR M,0000176249,6.99,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2010,OUTSOURCED MGT- SURFACE HZARDS,SURFACE HAZARDS,MINES RESCUE SERVICE LIMI,0000175862,62157.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2010,PUBLICATIONS,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000176222,66.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2010,RECEIPTED MEALS,SURFACE HAZARDS,COMPANY BARCLAYCARD,0000176229,7.74,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/07/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000174081,201.54,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000175304,1128.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000175586,2305.97,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000175588,163.95,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000175589,1000.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000175591,49.80,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000175592,149.40,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000175593,49.80,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,ENVIRONMENTAL SCIENTIFICS,0000175594,31.50,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,P E KING EXEC PENSIONS,0000175596,5775.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000175599,362.20,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LEGAL EXPENSES,0000175622,10810.63,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CA CONTRIBUTION TO HOME &,0000175635,57.79,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000175636,447.58,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,PURCHASE OF LYNWOOD ARMROYD,0000175639,2050.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,PURCHASE OF LYNWOOD ARMROYD,0000175640,525.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000175641,144.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000175642,321.57,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000175643,86.50,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000175646,77.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000175650,144.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000175651,76.13,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000175712,-201.54,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000175717,1128.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000175718,1478.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000175719,1228.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000175720,1373.75,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000175721,1222.78,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GARDEN BEAUTY MAINTENANCE,0000175723,63.75,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,REINBURSEMENT FOR PETROL,0000175732,156.67,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,REINBURSEMENT OF STATIONA,0000175735,12.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,COMPENSATION FOR CROP LOS,0000175739,2117.50,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,RENT FOR 14.10.10-13.11.1,0000175742,560.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,UTILITY BILLS,0000175743,72.70,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,FULL & FINAL SATISFACTION,0000175744,10000.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000175904,144.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000175906,45.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000175907,74.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000175909,74.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000175910,196.17,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000175911,158.67,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000175912,250.07,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000175913,196.17,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000175914,218.60,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000175915,315.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000175916,315.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000175920,36463.47,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000175921,540.80,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000175922,472.28,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000175923,328.20,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000175924,631.20,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000175927,407.40,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000175928,234.60,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,GEOL-CONSULTANTS LTD,0000175929,3902.50,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000175930,1000.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM HASTINGS LIMITED,0000175940,2059.83,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM HASTINGS LIMITED,0000175941,892.13,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,L & G PLANT HIRE,0000175944,478.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,L & G PLANT HIRE,0000175945,1625.02,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000175948,374.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000175949,8703.81,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000175950,5637.76,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000175951,675.63,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000175952,541.25,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000175953,493.75,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000175955,240.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000175956,2615.63,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000175957,280.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000175958,2000.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000175959,787.41,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000175960,5633.03,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000175961,1149.93,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000175962,370.76,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000175963,240.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000175964,320.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000175965,1085.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000175966,300.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000175967,200.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000175968,1126.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000175969,560.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000175971,2185.15,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,THOMAS MENZIES(BUILDERS)L,0000175972,320.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000175973,5396.50,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000175974,2521.23,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000175979,319.26,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000175980,167.68,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000175981,195.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000175982,25.14,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000175983,34.29,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000175984,25.71,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000175985,21.43,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000175986,190.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000175987,20.89,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000175988,32.14,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000175989,21.43,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000175990,9.86,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000175991,45.54,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000175992,6878.89,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000175993,945.58,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000176003,447.80,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,COMPENSATION FOR REMEDIAL,0000176006,550.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000176040,374.17,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000176041,135.30,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000176042,3264.50,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000176043,3052.86,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000176044,5919.55,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000176107,983.90,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,L & G PLANT HIRE,0000176112,3064.06,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,L & G PLANT HIRE,0000176124,2972.88,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000176136,375.71,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000176137,235.13,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000176138,223.71,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000176139,201.54,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000176140,201.54,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000176141,201.54,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000176142,447.24,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000176143,201.54,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000176171,9685.32,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000176172,3067.89,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000176189,3590.52,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000176190,3624.48,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,JIM DAVIES CIVIL ENGINEER,0000176191,315.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,COUNCIL TAX DIFFERENCE,0000176196,26.00,,
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/10/2010,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000176268,691.44,,
