Organisation,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale,04/04/2014,MILNROW CARS,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£655.00
Rochdale,25/04/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,785.00"
Rochdale,25/04/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,890.00"
Rochdale,25/04/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,890.00"
Rochdale,25/04/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,470.00"
Rochdale,25/04/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,050.00"
Rochdale,10/04/2014,ROYTON MINIBUSES LIMITED,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£6,470.00"
Rochdale,10/04/2014,SAFE CARE SERVICES LIMITED,Public Transport,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,£840.00
Rochdale,17/04/2014,TOWN TAXI CLEARING LIMITED,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£564.60
Rochdale,07/04/2014,AD CHILDRENS  SOCIAL CARE SOLUTIONS LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£9,450.00"
Rochdale,07/04/2014,ASTOR-BANNERMAN (MEDICAL) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DOWLING STREET OCC THERAPY,£850.15
Rochdale,01/04/2014,BANGLADESH ASSOCIATION AND COMMUNITY PROJECT,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,BANGLADESH COMMUNITY PROJ,"£8,375.00"
Rochdale,08/04/2014,BEECHKEYS CARE AND EDUCATION,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£10,427.00"
Rochdale,02/04/2014,BLACKBURN WITH DARWEN BC,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS  IN OLA MAINSTREAM,"£6,085.00"
Rochdale,07/04/2014,BOLTON M B C,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,INSURANCE,£984.25
Rochdale,24/04/2014,BOLTON M B C,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,INSURANCE,£782.75
Rochdale,08/04/2014,BOLTON M B C,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SEN HOME 2 SCHOOL TRANSPORT,"£1,232.55"
Rochdale,04/04/2014,BRAMBLETON LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£10,129.50"
Rochdale,14/04/2014,BRAMBLETON LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£10,557.42"
Rochdale,17/04/2014,BRAMBLETON LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£11,137.19"
Rochdale,25/04/2014,BRAMBLETON LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£10,761.03"
Rochdale,08/04/2014,BRITISH ASSOC FOR ADOPTION & FOSTERING,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£1,988.00"
Rochdale,17/04/2014,BUILDING BLOCKS DAY NURSERY NW LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£11,226.60"
Rochdale,17/04/2014,BUILDING BLOCKS DAY NURSERY NW LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£11,890.80"
Rochdale,25/04/2014,BUILDING BLOCKS DAY NURSERY NW LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,04/04/2014,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£9,232.85"
Rochdale,14/04/2014,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£9,072.07"
Rochdale,17/04/2014,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£9,097.85"
Rochdale,25/04/2014,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£9,019.49"
Rochdale,04/04/2014,CARE MONITORING 2000 LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£5,000.00"
Rochdale,10/04/2014,CARE TODAY CHILDRENS SERVICES,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£12,377.99"
Rochdale,07/04/2014,CARERS FEDERATION,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£7,857.15"
Rochdale,04/04/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,022.81"
Rochdale,07/04/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£36,426.84"
Rochdale,14/04/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,449.72"
Rochdale,17/04/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,903.02"
Rochdale,25/04/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£36,426.84"
Rochdale,25/04/2014,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,989.31"
Rochdale,04/04/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,856.59"
Rochdale,14/04/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,529.97"
Rochdale,17/04/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,503.98"
Rochdale,25/04/2014,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,353.36"
Rochdale,17/04/2014,CASTLETON COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,742.20"
Rochdale,17/04/2014,CASTLETON COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£6,568.78"
Rochdale,25/04/2014,CASTLETON COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,07/04/2014,CATHOLIC CHILDRENS RESCUE SOCIETY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£2,597.75"
Rochdale,01/04/2014,CLEWORTH CHILDRENS ACTIVITY CENTRE,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,CLEWORTH CHILDRENS ACTIVITY CENTRE,"£5,800.00"
Rochdale,17/04/2014,CLOVERLEAF CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£4,276.80"
Rochdale,23/04/2014,CLOVERLEAF CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£4,811.40"
Rochdale,17/04/2014,CLOVERLEAF CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£7,305.12"
Rochdale,25/04/2014,CLOVERLEAF CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,04/04/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,863.52"
Rochdale,14/04/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,797.95"
Rochdale,17/04/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,682.24"
Rochdale,25/04/2014,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,703.55"
Rochdale,17/04/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,207.60"
Rochdale,17/04/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£2,138.40"
Rochdale,17/04/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£4,276.80"
Rochdale,17/04/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£8,210.16"
Rochdale,25/04/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,25/04/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£9,491.12"
Rochdale,25/04/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,02/04/2014,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,WOODLAND CHILDRENS CENTRE,£575.00
Rochdale,17/04/2014,COTS AND TOTS,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£9,539.64"
Rochdale,25/04/2014,COTS AND TOTS,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,CRECHE N CO LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£4,811.40"
Rochdale,17/04/2014,CRECHE N CO LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£9,910.66"
Rochdale,25/04/2014,CRECHE N CO LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,CRESCENT DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£5,880.60"
Rochdale,17/04/2014,CRESCENT DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£4,193.64"
Rochdale,25/04/2014,CRESCENT DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,23/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CROSSROADS,£580.50
Rochdale,23/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CROSSROADS,"£2,676.38"
Rochdale,02/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£502.43
Rochdale,02/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,711.29"
Rochdale,04/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,691.19"
Rochdale,07/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,589.38"
Rochdale,07/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,717.27"
Rochdale,07/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,796.44"
Rochdale,07/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,016.92"
Rochdale,14/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,500.00"
Rochdale,14/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,500.00"
Rochdale,14/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,500.00"
Rochdale,14/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,500.00"
Rochdale,14/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,613.85"
Rochdale,17/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,579.14"
Rochdale,25/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,500.98"
Rochdale,07/04/2014,CROSSROADS CARE IN GREATER MANCHESTER,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OPERATIONAL MANAGER 1 H & C,£645.26
Rochdale,04/04/2014,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,173.05"
Rochdale,14/04/2014,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,832.82"
Rochdale,17/04/2014,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,368.94"
Rochdale,25/04/2014,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,147.67"
Rochdale,01/04/2014,EARLY BREAK,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"£99,850.00"
Rochdale,04/04/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£660.00
Rochdale,04/04/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£535.00
Rochdale,04/04/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£675.00
Rochdale,08/04/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£750.00
Rochdale,08/04/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£562.50
Rochdale,08/04/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,HOLLINGWORTH HIGH SUPPLY CHARGES,£630.00
Rochdale,17/04/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,380.00"
Rochdale,17/04/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,198.00"
Rochdale,23/04/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£750.00
Rochdale,23/04/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN OLA SPECIAL,£630.00
Rochdale,23/04/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN OLA SPECIAL,£630.00
Rochdale,08/04/2014,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,£630.00
Rochdale,17/04/2014,EDU PLAY LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,£534.60
Rochdale,17/04/2014,EDU PLAY LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£14,585.40"
Rochdale,25/04/2014,EDU PLAY LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,17/04/2014,FIELDHOUSE PRESCHOOL,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£5,880.60"
Rochdale,25/04/2014,FIELDHOUSE PRESCHOOL,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,25/04/2014,FIELDHOUSE PRESCHOOL,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£3,110.40"
Rochdale,17/04/2014,FISHERFIELD FARM NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£11,457.50"
Rochdale,25/04/2014,FISHERFIELD FARM NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,10/04/2014,FOOTSTEPS A PATH TO CHANGE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£15,500.00"
Rochdale,25/04/2014,FRIENDS OF OLDER PARENT CARERS,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,CARERS COMMISSIONED SERVICES,"£3,743.16"
Rochdale,25/04/2014,G & S SMIRTHWAITE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DOWLING STREET OCC THERAPY,£721.00
Rochdale,04/04/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,377.33"
Rochdale,14/04/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,304.86"
Rochdale,17/04/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,384.64"
Rochdale,25/04/2014,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,250.86"
Rochdale,04/04/2014,HEALEY CARE LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£2,510.00"
Rochdale,04/04/2014,HEALEY CARE LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£2,510.00"
Rochdale,17/04/2014,HEALEY CARE LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£4,495.00"
Rochdale,01/04/2014,HIGH LEVEL (NORTHERN) TRUST,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"£92,500.00"
Rochdale,04/04/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,915.42"
Rochdale,14/04/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,749.16"
Rochdale,17/04/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,224.61"
Rochdale,25/04/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,949.34"
Rochdale,07/04/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CENTRAL FORUM PHYS DIS,"£1,365.28"
Rochdale,07/04/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CENTRAL FORUM PHYS DIS,"£1,353.10"
Rochdale,14/04/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CENTRAL FORUM PHYS DIS,"£1,365.28"
Rochdale,04/04/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,576.30"
Rochdale,14/04/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,597.00"
Rochdale,17/04/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,623.39"
Rochdale,25/04/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,733.62"
Rochdale,15/04/2014,INTACT PROJECTS LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,£585.00
Rochdale,01/04/2014,KASHMIR YOUTH PROJECT,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,KASHMIR YOUTH PROJECT,"£4,200.00"
Rochdale,24/04/2014,KASHMIR YOUTH PROJECT,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,RETROFIT,"£4,147.23"
Rochdale,10/04/2014,KEYS CHILDCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£15,500.00"
Rochdale,22/04/2014,KYP APNA GHAR ELDERS CENTRE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,430.00"
Rochdale,17/04/2014,LEYTON HEALTHCARE GROUP LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£640.00
Rochdale,10/04/2014,LIFETIME OPPORTUNITIES,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£12,400.00"
Rochdale,17/04/2014,LITTLE GEMS PDN,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£7,484.40"
Rochdale,15/04/2014,LITTLE GEMS PDN,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"£1,000.00"
Rochdale,17/04/2014,LITTLE GEMS PDN,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£6,220.80"
Rochdale,25/04/2014,LITTLE GEMS PDN,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£1,000.00"
Rochdale,01/04/2014,MAKING SPACE,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,CARERS COMMISSIONED SERVICES,"£16,366.00"
Rochdale,10/04/2014,NEW HORIZONS (STOCKPORT) LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£8,200.00"
