Dept family,Entity,Date Paid,Expense Type,Expense Area,Supplier,Trans no.,Amount exc VAT
Communities and Local Government,Homes and Communities Agency,26/08/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,SOVEREIGN HOUSING GROUP LIMITED,51711,140000
Communities and Local Government,Homes and Communities Agency,16/08/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,BEDFORDSHIRE PILGRIMS HA LTD,50890,143640
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,HYDE HOUSING ASSOCIATION LIMITED,52219,144000
Communities and Local Government,Homes and Communities Agency,19/08/2010,CAPITAL GRANTS TO RSLS,LONDON,CATALYST HOUSING GROUP LTD,51183,144153
Communities and Local Government,Homes and Communities Agency,26/08/2010,CAP GRNTS TO LOCAL AUTHORITIES,NORTH WEST,SALFORD CITY COUNCIL,299148,144910.41
Communities and Local Government,Homes and Communities Agency,05/08/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,THAMES VALLEY HOUSING ASSOCIATION LTD,50273,145160
Communities and Local Government,Homes and Communities Agency,19/08/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,51190,145608
Communities and Local Government,Homes and Communities Agency,20/08/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,51259,146761
Communities and Local Government,Homes and Communities Agency,23/08/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,ALDWYCK HOUSING ASSOCIATION LIMITED,51368,150000
Communities and Local Government,Homes and Communities Agency,24/08/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,LONGHURST GROUP LIMITED,51439,150000
Communities and Local Government,Homes and Communities Agency,25/08/2010,REV GRNTS TO LOCAL AUTHORITIES,PLACE MAKING,ASHFORD BOROUGH COUNCIL,2719,150000
Communities and Local Government,Homes and Communities Agency,24/08/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,51448,151348
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,BEDFORDSHIRE PILGRIMS HA LTD,52028,152844
Communities and Local Government,Homes and Communities Agency,24/08/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,SWAYTHLING HOUSING SOCIETY LIMITED,51422,153274
Communities and Local Government,Homes and Communities Agency,27/08/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,SANCTUARY HOUSING ASSOCIATION,51814,155242
Communities and Local Government,Homes and Communities Agency,25/08/2010,CAP GRNTS TO LOCAL AUTHORITIES,PLACE MAKING,MEDWAY COUNCIL,2693,157647
Communities and Local Government,Homes and Communities Agency,11/08/2010,INFRASTRUCTURE LOANS,EAST OF ENGLAND,LARKFLEET LIMITED,301750,157785
Communities and Local Government,Homes and Communities Agency,05/08/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,THAMES VALLEY HOUSING ASSOCIATION LTD,50272,158160
Communities and Local Government,Homes and Communities Agency,04/08/2010,CAP GRNTS TO PRIVATE SECTOR,SOUTH EAST,HOLLYBROOK LIMITED,300969,158773
Communities and Local Government,Homes and Communities Agency,26/08/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SOVEREIGN HOUSING GROUP LIMITED,51706,159800
Communities and Local Government,Homes and Communities Agency,26/08/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,ASTER GROUP LTD,51705,160000
Communities and Local Government,Homes and Communities Agency,26/08/2010,SERVICE CHARGE,NORTH WEST,CB RICHARD ELLIS,302305,164411.88
Communities and Local Government,Homes and Communities Agency,25/08/2010,CAPITAL GRANTS TO RSLS,LONDON,LONDON AND QUADRANT HOUSING TRUST,51572,164779
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,ARENA HOUSING ASSOCIATION LIMITED,51965,166400
Communities and Local Government,Homes and Communities Agency,05/08/2010,CAPITAL GRANTS TO RSLS,LONDON,CATALYST HOUSING GROUP LTD,50286,167488
Communities and Local Government,Homes and Communities Agency,17/08/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,COUNTRYSIDE PROPERTIES PLC,51016,168750
Communities and Local Government,Homes and Communities Agency,27/08/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,ORBIT HOUSING GROUP LTD,51829,173091
Communities and Local Government,Homes and Communities Agency,05/08/2010,CAPITAL GRANTS TO RSLS,LONDON,CATALYST HOUSING GROUP LTD,50287,174768
Communities and Local Government,Homes and Communities Agency,04/08/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,MORRIS HOMES LTD,50235,179063
Communities and Local Government,Homes and Communities Agency,26/08/2010,MAIN CONTRACT 1,NORTH EAST,CARILLION LTD,301675,179155.73
Communities and Local Government,Homes and Communities Agency,23/08/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,AFFINITY HOMES GROUP LIMITED,51370,180000
Communities and Local Government,Homes and Communities Agency,27/08/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,RIVERSIDE HOUSING GROUP LTD,51812,180000
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,ORWELL HOUSING ASSOCIATION LIMITED,52135,180000
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,LONDON,SOUTHERN HOUSING GROUP LIMITED,52243,180000
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,SWAYTHLING HOUSING SOCIETY LIMITED,51949,180000
Communities and Local Government,Homes and Communities Agency,18/08/2010,CAPITAL GRANTS TO RSLS,NORTH EAST,ISOS HOUSING LIMITED,51097,182000
Communities and Local Government,Homes and Communities Agency,10/08/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,BELLWAY PLC,50536,182100
Communities and Local Government,Homes and Communities Agency,13/08/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,BELLWAY PLC,50818,190000
Communities and Local Government,Homes and Communities Agency,18/08/2010,CAP GRNTS TO PRIVATE SECTOR,NORTH WEST,URBAN SPLASH,301735,190279
Communities and Local Government,Homes and Communities Agency,04/08/2010,CAPITAL GRANTS TO RSLS,LONDON,CATALYST HOUSING GROUP LTD,50201,190375
Communities and Local Government,Homes and Communities Agency,27/08/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,ORWELL HOUSING ASSOCIATION LIMITED,51810,190800
Communities and Local Government,Homes and Communities Agency,09/08/2010,CAP GRNTS TO LOCAL AUTHORITIES,SOUTH EAST,SOUTHAMPTON CITY COUNCIL,50476,193105
Communities and Local Government,Homes and Communities Agency,18/08/2010,CAP GRNTS TO PRIVATE SECTOR,LONDON,LONDON & QUADRANT HOUSING TRUST,302564,193376
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,MHS HOMES LIMITED,52284,195000
Communities and Local Government,Homes and Communities Agency,20/08/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,RIVERSIDE HOUSING GROUP LTD,51243,198000
Communities and Local Government,Homes and Communities Agency,25/08/2010,CAP GRNTS TO LOCAL AUTHORITIES,PLACE MAKING,BIRMINGHAM CITY COUNCIL,2724,198700
Communities and Local Government,Homes and Communities Agency,25/08/2010,CAPITAL GRANTS TO RSLS,NORTH EAST,ISOS HOUSING LIMITED,51567,199800
Communities and Local Government,Homes and Communities Agency,26/08/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,PLUS HOUSING GROUP LIMITED,51703,200000
Communities and Local Government,Homes and Communities Agency,04/08/2010,CAP GRNTS TO PRIVATE SECTOR,WEST MIDLANDS,BELLWAY HIOMES LIMITED,300709,201464
Communities and Local Government,Homes and Communities Agency,23/08/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,ALDWYCK HOUSING ASSOCIATION LIMITED,51369,201600
Communities and Local Government,Homes and Communities Agency,12/08/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,HOME GROUP LIMITED,50682,204710
Communities and Local Government,Homes and Communities Agency,09/08/2010,CAP GRNTS TO LOCAL AUTHORITIES,SOUTH EAST,SOUTHAMPTON CITY COUNCIL,50477,205895
Communities and Local Government,Homes and Communities Agency,05/08/2010,CAPITAL GRANTS TO RSLS,LONDON,EAST THAMES GROUP LIMITED,50300,205968
Communities and Local Government,Homes and Communities Agency,05/08/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,DEVON AND CORNWALL HA LTD,50275,207454
Communities and Local Government,Homes and Communities Agency,06/08/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,SIGNPOST HOUSING GROUP LTD - SPECTRUM HG LTD,50379,208800
Communities and Local Government,Homes and Communities Agency,17/08/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,FLAGSHIP HOUSING GROUP LIMITED,50962,210000
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,SURREY HEATH HOUSING ASSOCIATION LIMITED,52247,213771
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,THE GUINNESS TRUST,52223,215280
Communities and Local Government,Homes and Communities Agency,06/08/2010,CAPITAL GRANTS TO RSLS,LONDON,FAMILY MOSAIC HOUSING ASSOCIATION,50386,225000
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,HASTOE HOUSING ASSOCIATION LIMITED,51931,225000
Communities and Local Government,Homes and Communities Agency,09/08/2010,CAP GRNTS TO LOCAL AUTHORITIES,SOUTH EAST,SOUTHAMPTON CITY COUNCIL,50473,225738
Communities and Local Government,Homes and Communities Agency,26/08/2010,MAIN CONTRACT 1,EAST MIDLANDS,WINVIC BUILD LTD,301815,225861.31
Communities and Local Government,Homes and Communities Agency,25/08/2010,CAP GRNTS TO LOCAL AUTHORITIES,PLACE MAKING,CAMBRIDGESHIRE COUNTY COUNCIL,2723,231940.94
Communities and Local Government,Homes and Communities Agency,04/08/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,MORRIS HOMES LTD,50238,231957
Communities and Local Government,Homes and Communities Agency,20/08/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,EAST THAMES GROUP LIMITED,51270,237500
Communities and Local Government,Homes and Communities Agency,17/08/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,FLAGSHIP HOUSING GROUP LIMITED,50961,240000
Communities and Local Government,Homes and Communities Agency,09/08/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,ACCORD HOUSING ASSOCIATION LIMITED,50459,241144
Communities and Local Government,Homes and Communities Agency,27/08/2010,CAP GRNTS TO LOCAL AUTHORITIES,SOUTH WEST,WILTSHIRE COUNCIL,51892,247800
Communities and Local Government,Homes and Communities Agency,27/08/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,HYDE HOUSING ASSOCIATION LIMITED,51849,250000
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,RIVERSIDE HOUSING GROUP LTD,51936,250000
Communities and Local Government,Homes and Communities Agency,10/08/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,ACCENT GROUP LIMITED,50531,252478
Communities and Local Government,Homes and Communities Agency,26/08/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,RIVERSIDE HOUSING GROUP LTD,51678,254400
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,ACCORD HOUSING ASSOCIATION LIMITED,52029,254800
Communities and Local Government,Homes and Communities Agency,20/08/2010,CAP GRNTS TO LOCAL AUTHORITIES,PLACE MAKING,STAFFORDSHIRE COUNTY COUNCIL,2632,256254
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,ORWELL HOUSING ASSOCIATION LIMITED,52137,265500
Communities and Local Government,Homes and Communities Agency,16/08/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,HOME GROUP LIMITED,50868,269500
Communities and Local Government,Homes and Communities Agency,04/08/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,MORRIS HOMES LTD,50237,269550
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,SWAYTHLING HOUSING SOCIETY LIMITED,51948,270000
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,ISOS HOUSING LIMITED,52000,272000
Communities and Local Government,Homes and Communities Agency,04/08/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,MORRIS HOMES LTD,50239,272888
Communities and Local Government,Homes and Communities Agency,26/08/2010,CAPITAL GRANTS TO RSLS,LONDON,FAMILY MOSAIC HOUSING ASSOCIATION,51713,277568
Communities and Local Government,Homes and Communities Agency,27/08/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,SENTINEL HOUSING ASSOCIATION LIMITED,51865,279200
Communities and Local Government,Homes and Communities Agency,20/08/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,PARADIGM HOUSING GROUP LIMITED,51253,280000
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,LONDON,AFFINITY HOMES GROUP LIMITED,52034,282450
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,THE GUINNESS TRUST,52222,283484
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,THE GUINNESS TRUST,52226,286302
Communities and Local Government,Homes and Communities Agency,26/08/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,JS BLOOR (NORTHAMPTON),51768,294225
Communities and Local Government,Homes and Communities Agency,27/08/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,RIVERSIDE HOUSING GROUP LTD,51811,300000
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,LONDON,LONDON AND QUADRANT HOUSING TRUST,52214,300000
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,SOLIHULL COMMUNITY HOUSING,52289,300000
Communities and Local Government,Homes and Communities Agency,26/08/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,MILLER HOMES LTD,51743,300375
Communities and Local Government,Homes and Communities Agency,20/08/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,AFFINITY HOMES GROUP LIMITED,51268,306800
Communities and Local Government,Homes and Communities Agency,10/08/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,DEVON AND CORNWALL HA LTD,50505,308000
Communities and Local Government,Homes and Communities Agency,11/08/2010,CAPITAL GRANTS TO RSLS,LONDON,NETWORK HOUSING GROUP LIMITED,50607,312500
Communities and Local Government,Homes and Communities Agency,13/08/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,SANCTUARY HOUSING ASSOCIATION,50754,313600
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,LONDON,SOUTHERN HOUSING GROUP LIMITED,52245,315000
Communities and Local Government,Homes and Communities Agency,27/08/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,ACCORD HOUSING ASSOCIATION LIMITED,51863,318500
Communities and Local Government,Homes and Communities Agency,25/08/2010,CAPITAL GRANTS TO RSLS,LONDON,PADDINGTON CHURCHES HA LTD,51580,319800
Communities and Local Government,Homes and Communities Agency,18/08/2010,CAPITAL GRANTS TO RSLS,NORTH EAST,SUNDERLAND HOUSING GROUP,51093,320000
Communities and Local Government,Homes and Communities Agency,27/08/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,SWAYTHLING HOUSING SOCIETY LIMITED,51817,322500
Communities and Local Government,Homes and Communities Agency,10/08/2010,CAPITAL GRANTS TO RSLS,LONDON,NOTTING HILL HOUSING TRUST,50502,326400
Communities and Local Government,Homes and Communities Agency,09/08/2010,CAP GRNTS TO LOCAL AUTHORITIES,SOUTH EAST,SOUTHAMPTON CITY COUNCIL,50478,327752
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,ACCENT GROUP LIMITED,52038,336000
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,ASTER GROUP LTD,52206,337028
Communities and Local Government,Homes and Communities Agency,26/08/2010,CAPITAL GRANTS TO RSLS,NORTH EAST,BARRATT DEVELOPMENTS PLC,51754,343794
Communities and Local Government,Homes and Communities Agency,26/08/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,WESTBURY PARTNERSHIPS - PROJECTS,51731,345749
Communities and Local Government,Homes and Communities Agency,05/08/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,EAST MIDLANDS HOUSING ASSOCIATION LTD,50295,348772
Communities and Local Government,Homes and Communities Agency,25/08/2010,CAP GRNTS TO LOCAL AUTHORITIES,PLACE MAKING,MEDWAY COUNCIL,2699,354442
Communities and Local Government,Homes and Communities Agency,24/08/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,LONGHURST GROUP LIMITED,51438,357500
Communities and Local Government,Homes and Communities Agency,20/08/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,PLUS HOUSING GROUP LIMITED,51257,360000
Communities and Local Government,Homes and Communities Agency,13/08/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,CHEVIN HOUSING ASSOCIATION LIMITED,50784,362964
Communities and Local Government,Homes and Communities Agency,18/08/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,JS BLOOR (SERVICES) LIMITED,51127,377000
Communities and Local Government,Homes and Communities Agency,18/08/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,JS BLOOR (SERVICES) LIMITED,51128,377000
Communities and Local Government,Homes and Communities Agency,27/08/2010,CAPITAL GRANTS TO RSLS,EAST MIDLANDS,METROPOLITAN HOUSING TRUST LIMITED,51820,378333
Communities and Local Government,Homes and Communities Agency,25/08/2010,CAP GRNTS TO LOCAL AUTHORITIES,GROWTH & AFFORDABILITY,OXFORD CITY COUNCIL,2726,382393
Communities and Local Government,Homes and Communities Agency,18/08/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,COUNTRYSIDE PROPERTIES PLC,51119,383429
Communities and Local Government,Homes and Communities Agency,20/08/2010,CAPITAL GRANTS TO RSLS,NORTH EAST,BELLWAY PLC,51276,393750
Communities and Local Government,Homes and Communities Agency,25/08/2010,CAP GRNTS TO LOCAL AUTHORITIES,PLACE MAKING,MEDWAY COUNCIL,2700,394247
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,YORKSHIRE & THE HUMBER,THE GUINNESS TRUST,52224,395369
Communities and Local Government,Homes and Communities Agency,20/08/2010,CAPITAL GRANTS TO RSLS,LONDON,AFFINITY HOMES GROUP LIMITED,51267,398112
Communities and Local Government,Homes and Communities Agency,25/08/2010,CAP GRNTS TO LOCAL AUTHORITIES,PLACE MAKING,LONDON BOROUGH OF BEXLEY,2634,400131
Communities and Local Government,Homes and Communities Agency,23/08/2010,CAPITAL GRANTS TO RSLS,SOUTH EAST,HASTOE HOUSING ASSOCIATION LIMITED,51316,402000
Communities and Local Government,Homes and Communities Agency,18/08/2010,CAPITAL GRANTS TO RSLS,SOUTH WEST,JS BLOOR (SERVICES) LIMITED,51129,406000
Communities and Local Government,Homes and Communities Agency,23/08/2010,CAPITAL GRANTS TO RSLS,EAST OF ENGLAND,AFFINITY HOMES GROUP LIMITED,51371,408000
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,LONDON,AFFINITY HOMES GROUP LIMITED,52035,408000
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,ISOS HOUSING LIMITED,52001,408000
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,WEST MIDLANDS,WEST MERCIA HOUSING ASSOCIATION LIMITED,51977,415600
Communities and Local Government,Homes and Communities Agency,18/08/2010,CAP GRNTS TO LOCAL AUTHORITIES,GROWTH & AFFORDABILITY,SALFORD CITY COUNCIL,2682,420000
Communities and Local Government,Homes and Communities Agency,24/08/2010,CAPITAL GRANTS TO RSLS,NORTH EAST,ISOS HOUSING LIMITED,51454,420000
Communities and Local Government,Homes and Communities Agency,31/08/2010,CAPITAL GRANTS TO RSLS,NORTH WEST,HOLLINWOOD HOMES LIMITED,52084,442500
Communities and Local Government,Homes and Communities Agency,25/08/2010,CAP GRNTS TO LOCAL AUTHORITIES,GROWTH & AFFORDABILITY,BURNLEY BOROUGH COUNCIL,2733,450000
