Resource/Capital,Budget Boundary,Category,PESA dept group (excl splits),Dept group alias (excl splits),NAC,Economic category,Code,Code description,SBI,Activity,Spending programme,April 2010 MTH,May 2010 MTH,June 2010 MTH,July 2010 MTH,August 2010 MTH,September 2010 MTH,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G1001,Capital grants to private sector companies,PWA4920A,PWAELL-Voluntary Aided Schools-Capital-DEL-Central,SBIWA,,SBIWA Devolved spending,386,164,741,932,818,567,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G1001,Capital grants to private sector companies,PWA5810A,PWACWLS-Wales Millenium Centre -DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G1001,Capital grants to private sector companies,PWA6170A,PWACWLS - Cymal - DEL - Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G1001,Capital grants to private sector companies,PWA6200F,PWACWLS-RCAHM-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,-2,0,-3,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA0020A,"PWAHSS-LHBs & Trusts, Central Budgets- DEL-Central",SBIWA,,SBIWA Devolved spending,"1,299",0,0,"3,397",0,48,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA0460A,PWAHSS-Services for Children-DEL-Central,SBIWA,,SBIWA Devolved spending,0,-27,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA0541A,PWASJR-Domestic Violence Services Grant-Revenue-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA0582A,PWAHSS-Care Council for Wales-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA1011B,PWASJR-Supported Housing Revenue Grant (Supporting People)-DEL-Local,SBIWA,,SBIWA Devolved spending,"5,391","1,221",6,-25,"-6,592",0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA1080A,PWASJR-Community Purposes-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA1284A,PWASJR- Inclusion-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA1285A,PWASJR-Rapid Response - DEL -Central,SBIWA,,SBIWA Devolved spending,410,0,410,0,0,410,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA1372A,PWASJR-Community Facilities Programme-DEL-Central,SBIWA,,SBIWA Devolved spending,"2,485",818,631,"1,741",358,752,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA1400A,PWASJR- Groundwork & Coalfields Regeneration Trusts - DEL - Central,SBIWA,,SBIWA Devolved spending,0,229,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA2230A,PWAEPC-Flood Risk Management & Water Revenue-DEL-Central,SBIWA,,SBIWA Devolved spending,0,"1,192",932,75,349,-43,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA2230B,PWAEPC- Flood Risk Management & Water - DEL - Local,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA2430F,PWAEPC-CCW Revenue Expenditure ASPB-DEL-Central,SBIWA,,SBIWA Devolved spending,50,50,50,50,50,52,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA2470A,PWAEPC- Forestry Commission Programme -DEL- Central,SBIWA,,SBIWA Devolved spending,36,0,0,0,0,84,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA2494A,PWAEPC - Access - DEL - Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA2700A,PWACWLS-CADW-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,1,9,8,7,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA2830A,PWAEPC- Fisheries Scheme - DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,124,123,0,18,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA3642A,PWAEDT- Financial Support to Business - DEL - Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA4151A,PWAESH - Strategic Regeneration Mon a Menai - DEL - Central,SBIWA,,SBIWA Devolved spending,0,0,6,1,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA4162A,PWAESH- Legacy Regeneration - DEL - Central,SBIWA,,SBIWA Devolved spending,0,8,0,50,50,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA4162B,PWAESH- Legacy Regeneration - DEL - Local,SBIWA,,SBIWA Devolved spending,0,0,30,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA4340A,PWAWEFO-European Regional Development Fund-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,617,836,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA4360A,PWAWEFO-European Social Fund-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,541,-476,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA4600F,PWAELL-HEFCW:Running Costs-DEL-Central,SBIWA,,SBIWA Devolved spending,"1,507",0,0,"1,507",0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA4660F,PWAELL-HEFCW-Capital Investment-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,"5,572",0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA4681F,PWAELL-HEFCW-Reaching Higher-DEL-Central,SBIWA,,SBIWA Devolved spending,2,0,0,"5,572","-5,572",850,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA4920A,PWAELL-Voluntary Aided Schools-Capital-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA5540T,PWACWLS-Amgueddfa Cymru-National Museum Wales-DEL-Central,SBIWA,,SBIWA Devolved spending,150,70,275,325,105,900,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA5660X,PWACWLS-National Library of Wales-DEL-Central,SBIWA,,SBIWA Devolved spending,148,74,75,251,74,431,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA5800Y,PWACWLS-Arts Council of Wales,SBIWA,,SBIWA Devolved spending,0,0,5,5,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA5812A,PWACWLS- Support for the Arts-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA6010A,PWACWLS-Sport and Active Wales Fund-DEL-Central 2,SBIWA,,SBIWA Devolved spending,10,40,100,95,100,146,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA6020V,PWACWLS-Welsh Language Board-DEL-Central,SBIWA,,SBIWA Devolved spending,0,2,11,2,5,25,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA6150A,PWACWLS-Welsh Books Council -DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,5,0,10,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA7094A,PWAINSP-Match Funding -DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G2001,Capital grants to persons and non-profit bodies,PWA9800A,PWAReserve Items-Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G5001,Capital grants abroad,PWA1932A,PWATP- Rail Transport - DEL -Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,-271,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G5001,Capital grants abroad,PWA1936A,PWATP - International Connectivity - DEL - Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G5001,Capital grants abroad,PWA2230A,PWAEPC-Flood Risk Management & Water Revenue-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,"-5,771",0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G5001,Capital grants abroad,PWA2910A,PWAEPC- Rural Development Plan Revenue- DEL-Central,SBIWA,,SBIWA Devolved spending,"1,502",-144,-13,-175,-234,-107,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G5001,Capital grants abroad,PWA2938A,PWAEPC- Rural Development Plan Capital - DEL- Central,SBIWA,,SBIWA Devolved spending,-377,-350,-564,-310,-425,-261,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G5001,Capital grants abroad,PWA3642A,PWAEDT- Financial Support to Business - DEL - Central,SBIWA,,SBIWA Devolved spending,0,0,-3,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G5001,Capital grants abroad,PWA3744A,PWAEDT- Innovation Centres & R&D Facilities - DEL - Central,SBIWA,,SBIWA Devolved spending,0,0,0,-22,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G5001,Capital grants abroad,PWA3746A,PWAEDT- Academia & Business Collaboration - DEL - Central,SBIWA,,SBIWA Devolved spending,86,0,0,-518,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G5001,Capital grants abroad,PWA4052A,PWAEDT- Land and Buildings - DEL- Central,SBIWA,,SBIWA Devolved spending,568,0,-228,0,-787,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G5001,Capital grants abroad,PWA4151B,PWAESH - Strategic Regeneration Mon a Menai - DEL - Local,SBIWA,,SBIWA Devolved spending,"2,221",0,-136,-761,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G5001,Capital grants abroad,PWA4340A,PWAWEFO-European Regional Development Fund-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,"-26,333","-1,396","-13,115",,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G5001,Capital grants abroad,PWA4350A,PWAWEFO - ERDF Receipts- Revenue-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G5001,Capital grants abroad,PWA4360A,PWAWEFO-European Social Fund-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,"-2,216","2,143",-708,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,G5001,Capital grants abroad,PWA4763A,PWAELL-Learner Provision-DEL-Central,SBIWA,,SBIWA Devolved spending,0,-171,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,H2001,Net lending to private sector and abroad,PWA4023A,PWAEDT- Corporate Programmes & Services - DEL- Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,1,18,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,H2001,Net lending to private sector and abroad,PWA6780A,PWACA-General Administrative Expenditure-DEL-Central,SBIWA,,SBIWA Devolved spending,-98,0,0,98,14,15,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA0580B,PWAHSS-Personal Social Services General Capital Funding-DEL-Local,SBIWA,,SBIWA Devolved spending,0,0,272,0,0,272,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA0982A,PWASJR - Social Housing Grants Invest -DEL- Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA1004B,PWAEPC- Financial Assistance for First Time Buyers - DEL - Local,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA1008B,PWASJR - Gypsy Traveller Sites - DEL - Local,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA1061B,PWASJR-Major Repairs Allowance-DEL-Local,SBIWA,,SBIWA Devolved spending,0,"7,193","9,395","11,477",0,"13,320",,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA1062B,PWASJR-Housing General Capital Funding-DEL-Local,SBIWA,,SBIWA Devolved spending,0,0,"3,504",0,0,"3,504",,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA1063B,PWASJR-Renewal Areas-Capital Grant-DEL-Local,SBIWA,,SBIWA Devolved spending,0,"16,213","1,750","2,350",0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA1084B,PWASJR- Digital Inclusion - DEL - Local,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA1162A,PWASJR-Stock transfer/community mutal support & capacity building-DEL-Central,SBIWA,,SBIWA Devolved spending,-16,15,0,0,1,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA1190B,PWASJR-Town centre Regeneration Programme-DEL-Local,SBIWA,,SBIWA Devolved spending,37,-37,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA1265B,PWASJR-Fire & Rescue Services-Capital-DEL-Local,SBIWA,,SBIWA Devolved spending,-45,0,0,33,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA1380B,PWASJR-Regeneration & Other Local Services-General Capital Funding-DEL-Local,SBIWA,,SBIWA Devolved spending,0,0,750,0,0,750,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA1675B,PWALG-General Capital Funding-DEL-Local,SBIWA,,SBIWA Devolved spending,0,"13,509","-8,509",0,"13,509","-8,509",,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA1681B,PWAHSS-Youth Justice Services-DEL-Local,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA1682B,PWASJR-Substance Misuse Action Fund-Revenue-DEL-Local,SBIWA,,SBIWA Devolved spending,-14,0,0,0,0,182,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA1690B,PWASJR-Social Economy-DEL-Local,SBIWA,,SBIWA Devolved spending,156,75,53,44,121,51,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA1698B,PWASJR-Community Fire Safety Rev-DEL-Local,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA1872B,PWATP - Local Roads Infrastructure - DEL- Local,SBIWA,,SBIWA Devolved spending,383,"2,860","5,961","4,151","4,128","5,233",,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA1881B,PWATP - Sustainable Travel - DEL - Local,SBIWA,,SBIWA Devolved spending,-300,19,51,274,"2,280",413,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA2003B,PWATP- Road Safety & Environment - DEL -Local,SBIWA,,SBIWA Devolved spending,0,0,117,"6,239",0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA2190B,PWAEPC-Waste Revenue-DEL-Local,SBIWA,,SBIWA Devolved spending,"1,200",0,0,0,"1,190",310,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA2191B,PWAEPC- Environmental Policy - DEL -Local,SBIWA,,SBIWA Devolved spending,-29,0,0,0,0,23,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA2230A,PWAEPC-Flood Risk Management & Water Revenue-DEL-Central,SBIWA,,SBIWA Devolved spending,60,107,"3,016",122,27,22,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA2230B,PWAEPC- Flood Risk Management & Water - DEL - Local,SBIWA,,SBIWA Devolved spending,0,0,0,0,"1,277",0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA2234B,PWAEPC-Local Government Flood and Coast Capital-DEL-Local,SBIWA,,SBIWA Devolved spending,0,0,68,0,0,68,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA2490B,PWAEPC-National Parks Revenue Expenditure-DEL-Local,SBIWA,,SBIWA Devolved spending,0,0,0,37,26,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA2700B,PWACWLS-CADW-DEL-Local,SBIWA,,SBIWA Devolved spending,146,18,78,22,45,275,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA2782B,PWAEPC-General Capital funding for EPC-DEL-Local,SBIWA,,SBIWA Devolved spending,0,0,771,0,0,771,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA2880B,PWAEPC-Rural Develoopment Programme-DEL-Local,SBIWA,,SBIWA Devolved spending,"-1,424",51,14,60,254,152,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA3748B,PWAEDT - Promotion of Innovation & Technology- DEL-Local,SBIWA,,SBIWA Devolved spending,220,-357,-8,2,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA4151A,PWAESH - Strategic Regeneration Mon a Menai - DEL - Central,SBIWA,,SBIWA Devolved spending,86,1,478,69,357,2,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA4151B,PWAESH - Strategic Regeneration Mon a Menai - DEL - Local,SBIWA,,SBIWA Devolved spending,"3,157",13,"1,287","1,363",668,"1,336",,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA4162A,PWAESH- Legacy Regeneration - DEL - Central,SBIWA,,SBIWA Devolved spending,3,0,0,0,27,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA4162B,PWAESH- Legacy Regeneration - DEL - Local,SBIWA,,SBIWA Devolved spending,"-1,401",330,-821,427,60,2,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA4164B,PWAESH - Strategic Regeneration - DEL - Local,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA4765B,PWAELL - Strategic Investment - DEL - Local,SBIWA,,SBIWA Devolved spending,"1,702","3,156","4,934","3,099",853,"1,122",,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA4920B,PWAELL-Voluntary Aided School-Capital-DEL-Local,SBIWA,,SBIWA Devolved spending,-952,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA4940B,PWAELL-School Building Improvement Grant capital-DEL-Local,SBIWA,,SBIWA Devolved spending,"2,509","2,628","3,567","2,905",777,"1,035",,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA5020B,PWAELL-General Capital Funding-DEL-Local,SBIWA,,SBIWA Devolved spending,0,0,"2,310",0,0,"2,310",,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA5505B,PWAELL-Early Years Capital-DEL-Local,SBIWA,,SBIWA Devolved spending,0,0,0,1,12,4,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA6170B,PWACWLS - Cymal - DEL - Local,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA6280A,PWAINSP-Estyn-Programme Expenditure-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N1001,Capital support for LG,PWA7094B,PWAINSP-Match Funding -DEL-Local,SBIWA,,SBIWA Devolved spending,0,0,0,0,388,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N3001,Capital support for LG,PWA2880B,PWAEPC-Rural Develoopment Programme-DEL-Local,SBIWA,,SBIWA Devolved spending,"-1,392",45,25,54,211,106,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N3001,Capital support for LG,PWA3748B,PWAEDT - Promotion of Innovation & Technology- DEL-Local,SBIWA,,SBIWA Devolved spending,0,38,4,0,368,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N3001,Capital support for LG,PWA4230A,PWAEDT - Marketing Current Expenditure-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,0,0,0,,,
Capital,DEL,Prog,Wales,Welsh Assembly Government,N3001,Capital support for LG,PWA4340A,PWAWEFO-European Regional Development Fund-DEL-Central,SBIWA,,SBIWA Devolved spending,0,0,0,"2,513",-174,56,,,
