Birthday Honours List 2016,,,,,,,
Order,Level,Award,Name,Citation,County,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Michael John POOLE ,"For services to Sport and charitable fundraising in Newent, Gloucestershire.",Gloucestershire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Christopher Trevor POPE ,"For services to the Scout Movement and the community in Swindon, Wiltshire.",Wiltshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Andrea  Dawn PRIDMORE ,"Digital Service Manager, DVLA. For services to Public Administration and Community Music through the Swansea Silver Rhythmaires Marching Band.",West Glamorgan,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr John Edgar Dalziel PRITCHETT ,"For services to the community in Willingdon, East Sussex.",East Sussex,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr John PULFER JP,"For services to the Pett Level Rescue Boat Association and the community in Fairlight, East Sussex.",East Sussex,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Catherine Karen PURDY ,"Community Development Officer, Bloomfield Community Association. For services to the Voluntary and Community Sectors in Northern Ireland.",Belfast,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Shaminder Singh RAI ,"Chief of Operations, Nishkam High School, Birmingham. For services to Education.",West Midlands,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Elaine Amelia RATHMELL ,For services to the community in West Yorkshire.,West Yorkshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Emma Mary REGAN ,Regional Wheelchair Training Clinical Specialist. For services to the Provision of Wheelchair Services within Northern Ireland.,Belfast,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Margaret Joan REID ,For services to Young People through Scouting in County Tyrone.,Tyrone,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Pearl RENDALL ,"School Crossing Patrol Warden, Kingsford School, Aberdeen.  For services to Education.",Aberdeen,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Ann RENNIE ,"Library Services Manager, Havering and Founder, London Libraries Consortium. For services to Libraries.",London,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Raymond Joseph RICHARDSON ,"For services to the community in Natland, Cumbria.",Cumbria,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Elsie RIGBY ,"Lay Person, Bolton Safeguarding Children Board and Governor, Grosvenor Day Nursery, Bolton. For services to Children and Families.",Lancashire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,The Reverend Neil Adrian ROBERTS ,For services to the community in Chelmsley Wood and North Solihull.,West Midlands,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Andrew Forrest ROBERTSON ,For services to Ellon and District Royal British Legion Pipe Band.,Aberdeenshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Margaret ROBERTSON ,"Volunteer, ChildLine Glasgow. For services to Children and Young People.",Renfrewshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Jeanette ROBINSON ,"For services to the community in Morvern, Argyll.",Argyll and Bute,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs June ROBINSON ,"Chairman, Leatherhead Community Association. For services to the community in Surrey.",Surrey,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Sally ROBINSON ,"Founder, The Young Generation Theatre Group. For services to Community Arts.",Cornwall,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Dr Euphemia ROGERS ,For services to the community in Inverclyde.,Renfrewshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Ethel Jennifer ROTHWELL ,"For services to Older People in Adlington, Lancashire.",Lancashire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Lesley ROWE ,"Manager, Kingsgate Resource Centre for Older People. For services to Older People in Camden.",Hertfordshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr John Derek ROWLANDS ,"Chair, the Hood Memorial Hall, Devauden, Monmouthshire.  For voluntary and charitable services in Wales and Abroad.",Monmouthshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Patrick John Phillip ROWLEY ,For services to Hockey.,London,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Michael ROWSELL ,"For services to Disabled People and the community in Gosport, Hampshire.",Hampshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Margaret RUSSELL ,"Staff Nurse, Wishaw General Hospital.  For services to Healthcare in Lanarkshire.",Lanarkshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Shahzada SALEEM ,For services to the Sport of Stone Lifting.,West Midlands,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Desmond Dennis SALMON ,"For services to the community in Studham, Bedfordshire.",Bedfordshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr William Alexander SAYERS ,"For services to the community in Strabane, Northern Ireland.",Tyrone,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Councillor Joan SCANNELL ,"Councillor, Edgware Ward, London Borough of Barnet. For services to Local Government and the community in the London Borough of Barnet.",London,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Betty SCOTT ,For charitable services.,Down,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Rhonda SCOTT ,For services to Music and the community in Aberdeen.,Aberdeen,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Robert John SELBY ,"For services to the community in Sandon and Burston, Staffordshire.",Staffordshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Valerie Frances SETH ,"Volunteer, Save the Children. For charitable services.",Lancashire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Sheila Prakash SHAH ,"Executive Assistant, HM Treasury.  For services to Public Administration.",London,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Michael John SHARPE ,For services to Local Government and the community in Birmingham.,West Midlands,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Christine Mary SHEARER ,"For voluntary service in Wick, Caithness and Sutherland.",Caithness,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Lisa Florence SHEPHERD ,"Manager, Greystones Men's Hostel. For services to Homeless Men in Greater Manchester.",Cheshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Edward Percival SHORT ,"For services to the community in North Aston, Oxfordshire.",Oxfordshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Brian SLEIGHTHOLM ,"Founder and President, St Peter's Village Tour. For services to Tourism in Kent.",Kent,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Edna SMITH ,"Volunteer, Home-Start. For services to Families in Leicestershire.",Leicestershire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Joana SMITH ,"Childminder and Volunteer Facilitator, Professional Association for Childcare and Early Years. For services to Children.",Surrey,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,The Reverend John Murdo SMITH ,For services to the community in the Western Isles.,Western Isles,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Peter SMITH ,"Volunteer, West Yorkshire Police. For services to Community Safety in Rothwell, Leeds.",West Yorkshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Ailna Vanessa SMYTH ,"Fundraiser, Cancer Research UK and the Coleraine Northern Ireland Hospice Support Group. For voluntary service to the community in Northern Ireland.",Londonderry,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Michael Bernard SON ,"Committee Member, The London Taxi Drivers Fund for Underprivileged Children, London. For charitable services to Children.",Essex,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Raymond SPENCER ,"For voluntary services to the MS Society and Kingsland School, Wakefield.",West Yorkshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Hilary Ann SPIERS ,"For services to the community in Stevenage and Knebworth, Hertfordshire.",Hertfordshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Anne STANIFORTH ,"Lately, Foster Carer, Nottinghamshire County Council. For services to Children and Families.",Hampshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr James Howard STANIFORTH ,"Lately, Foster Carer, Nottinghamshire County Council. For services to Children and Families.",Hampshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Stuart Mark STEVENS ,"For services to Scouting and the community in Steyning, West Sussex.",West Sussex,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Mary STEVENSON ,"School Meals Supervisor, Ligoneil and Ballyduff Primary School.  For services to Education in North Belfast.",Belfast,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Mary Dorothea STEWART ,For services to the community in Downpatrick.,Down,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Audrey STRINGER ,"For services to Young People in Burnopfield, Co. Durham.",Durham,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Edward STRINGER ,"For services to Young People in Burnopfield, Co. Durham.",Durham,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Ian William STUART ,"For services to the community in Lee and Ilfracombe, North Devon.",Devon,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Keith William SYKES ,For services to Young People through the Scout Association and the Duke of Edinburgh’s Award.,West Yorkshire,,
